type,start_date,end_date,duration_blocks,accumulated,basin
Dry,2020-02-01,2021-03-01,14,-11.516809189435481,Amazon Basin
Wet,2021-04-01,2024-09-01,42,10.203392051959497,Amazon Basin
Dry,2024-10-01,2025-04-01,7,-22.759975110878592,Amazon Basin
Wet,1998-01-01,2004-07-01,79,6.519925149189863,Murray
Dry,2004-08-01,2006-09-01,26,-64.77732331369094,Murray
Wet,2006-10-01,2023-03-01,198,30.873913148422233,Murray
Dry,2023-04-01,2024-07-01,16,-117.68688758650933,Murray
Wet,2024-08-01,2025-01-01,6,40.86403519212827,Murray
Dry,2025-02-01,2025-03-01,2,-21.28070147609847,Murray
Wet,2025-04-01,2025-04-01,1,125.487038886558,Murray
