time,Danube,Mississippi / Missouri,Colorado,California,Yangtze Basin,Mekong Basin,Nile,Ganges / Bhramaputra Basin,Congo,Amazon Basin,Murray
2015-02-01,53.667595,38.158585,24.376625,68.167206,39.23432,16.117804,10.935319,19.38941,130.6989,229.1927,21.707195
2015-03-01,73.0003,57.700745,26.299986,34.602177,53.726017,31.173376,30.226236,57.4935,165.985,284.59314,19.655388
2015-04-01,46.67195,85.59712,19.386652,29.8656,90.155106,78.40238,52.58603,82.20725,144.18454,236.11044,61.694885
2015-05-01,90.13897,153.26637,49.887817,19.951557,149.14326,101.68337,72.91573,95.52692,113.50814,210.18759,30.618082
2015-06-01,76.00049,116.425026,29.740643,7.4669476,201.41357,163.5321,72.939865,231.30862,64.22524,130.26349,52.038918
2015-07-01,50.6092,113.086464,46.672245,13.188554,132.88528,282.27344,89.2516,298.11154,66.791145,118.41556,38.826797
2015-08-01,65.238815,72.911896,44.15837,5.386386,153.92949,269.91287,119.19346,305.11008,94.920364,83.331184,34.296722
2015-09-01,81.88293,57.39393,25.87686,9.311832,126.15492,232.55075,85.74456,132.64539,131.10194,71.92034,12.29459
2015-10-01,97.69266,63.71426,46.57878,24.816362,67.861534,128.07726,68.60849,32.803093,159.5351,101.79765,28.875357
2015-11-01,74.040276,100.3609,24.248709,53.747036,69.530106,65.27827,51.040867,4.857898,192.24577,143.08954,48.226986
2015-12-01,12.860015,98.9405,22.968493,105.55456,43.006123,30.700998,26.777119,3.532761,152.469,168.83992,38.106922
2016-01-01,91.454285,33.48296,33.631886,153.46048,43.64304,32.76235,16.016098,12.826897,127.459816,210.98726,80.69845
2016-02-01,101.64527,43.58043,12.005179,40.315414,23.30726,11.993955,9.63764,14.023214,123.41012,229.28824,16.350653
2016-03-01,69.633705,82.79004,21.258163,115.80366,66.40847,10.107282,28.678843,36.957153,172.52563,277.48776,25.773758
2016-04-01,62.657036,105.23114,34.263397,44.15141,135.3832,55.146652,55.931156,74.531235,175.72807,208.8435,21.69478
2016-05-01,107.13767,96.81834,25.868835,17.905949,153.71461,175.58025,79.48171,124.50258,113.77922,157.08482,53.568256
