basin,year,month,ET_mm
Colorado,2020,7,16.39087267630006
Colorado,2020,8,12.60251389830152
Colorado,2020,9,9.78417011600534
Colorado,2020,10,9.655076272655158
Colorado,2020,11,12.600302583878992
Colorado,2020,12,16.177123257852593
Colorado,2021,1,21.147630272246605
Colorado,2021,2,19.53445788147106
Colorado,2021,3,20.31052860934331
Colorado,2021,4,12.364371598672609
Colorado,2021,5,12.952235120881982
Colorado,2021,6,14.166087363443848
Colorado,2021,7,22.049604453287667
Colorado,2021,8,22.7380791789618
Colorado,2021,9,16.936454116766644
Colorado,2021,10,13.603630397995138
Colorado,2021,11,14.840347444192416
Colorado,2021,12,18.901583701174115
Colorado,2022,1,20.61220306708
Colorado,2022,2,19.54086191784979
Colorado,2022,3,19.69406504696708
Colorado,2022,4,12.077590639365582
Colorado,2022,5,14.285473025363771
Colorado,2022,6,16.110006939612653
Colorado,2022,7,22.16739663204614
Colorado,2022,8,26.451857579185972
Colorado,2022,9,20.65659904509804
Colorado,2022,10,12.43320997883916
Colorado,2022,11,20.538151710203632
Colorado,2022,12,20.75799261900745
Colorado,2023,1,23.404390849205967
Colorado,2023,2,27.369895797462505
Colorado,2023,3,29.42163953774773
Colorado,2023,4,16.428615454033544
Colorado,2023,5,22.10111605796619
Colorado,2023,6,21.719927983297712
Colorado,2023,7,18.076122462967213
Colorado,2023,8,20.527120235572884
Colorado,2023,9,15.237611008996211
Colorado,2023,10,9.472786730652128
Colorado,2023,11,17.60475012805459
Colorado,2023,12,17.854093950197953
Colorado,2024,1,24.01390024571689
Colorado,2024,2,25.227650967780814
Colorado,2024,3,28.29087075902679
Colorado,2024,4,21.291716020857503
Colorado,2024,5,13.502235354899229
Colorado,2024,6,17.326098385459975
Colorado,2024,7,16.836457823271566
Colorado,2024,8,18.41095047349797
Colorado,2024,9,11.16134992532526
Colorado,2024,10,12.52459301185823
Colorado,2024,11,11.829093103894612
Colorado,2024,12,15.257842861336462
Congo,2002,1,90.01626590451608
Congo,2002,2,90.22358365314984
Congo,2002,3,105.73839922789284
Congo,2002,4,81.89445625208936
Congo,2002,5,99.08519107784404
Congo,2002,6,83.3287626668571
Congo,2002,7,74.94043758856044
Congo,2002,8,81.1967275314926
Congo,2002,9,91.64936797764028
Congo,2002,10,70.75113499013169
Congo,2002,11,104.87448317583458
Congo,2002,12,91.59647473939522
Congo,2003,1,96.10835121670269
Congo,2003,2,97.76319816939666
Congo,2003,3,102.79977625643632
Congo,2003,4,84.65257848547233
Congo,2003,5,103.52576791155091
Congo,2003,6,87.61904555529247
Congo,2003,7,80.25703425454691
Congo,2003,8,77.79115191455641
Congo,2003,9,87.632992927687
Congo,2003,10,73.85006291194465
Congo,2003,11,101.19565778125371
Congo,2003,12,91.25313595479926
Congo,2004,1,92.59651800464302
Congo,2004,2,92.83263891027526
Congo,2004,3,97.13483733443935
Congo,2004,4,112.59450292628448
Congo,2004,5,73.94405528245497
Congo,2004,6,84.325039055552
Congo,2004,7,74.03440773583449
Congo,2004,8,78.97651895126775
Congo,2004,9,90.15260800809943
Congo,2004,10,100.52500441259222
Congo,2004,11,80.01432286475236
Congo,2004,12,91.3366530501548
Congo,2005,1,92.72341546571548
Congo,2005,2,96.73249750864407
Congo,2005,3,106.0254867224116
Congo,2005,4,81.79880230398227
Congo,2005,5,103.49437573321146
Congo,2005,6,83.71876558862117
Congo,2005,7,76.89360219594045
Congo,2005,8,83.33014564358218
Congo,2005,9,88.28953656879395
Congo,2005,10,73.79143134579422
Congo,2005,11,100.79154856705352
Congo,2005,12,87.74089541565964
Congo,2006,1,97.6359602333042
Congo,2006,2,96.63336453686514
Congo,2006,3,104.66865898380806
Congo,2006,4,82.84080736211196
Congo,2006,5,103.574055031441
Congo,2006,6,90.547340093397
Congo,2006,7,76.05738448266592
Congo,2006,8,80.39723442231067
Congo,2006,9,92.9308856678562
Congo,2006,10,73.36269593623027
Congo,2006,11,104.56906971443364
Congo,2006,12,90.55416336965502
Congo,2007,1,91.97355412507402
Congo,2007,2,90.55302956882322
Congo,2007,3,105.17901008775144
Congo,2007,4,80.74479835662619
Congo,2007,5,103.8778484338834
Congo,2007,6,89.67882294779712
Congo,2007,7,79.48810123341828
Congo,2007,8,83.95950880360454
Congo,2007,9,94.03479647307712
Congo,2007,10,76.43405490313647
Congo,2007,11,105.05936173130264
Congo,2007,12,91.50976543622755
Congo,2008,1,89.6666240065158
Congo,2008,2,88.89619729131684
Congo,2008,3,103.64835284044337
Congo,2008,4,113.12584244644562
Congo,2008,5,73.93511021428615
Congo,2008,6,87.58161759281133
Congo,2008,7,75.87793652908809
Congo,2008,8,79.48899825681202
Congo,2008,9,86.81764423080972
Congo,2008,10,97.54733430185074
Congo,2008,11,77.23862856852638
Congo,2008,12,93.91990873350387
Congo,2009,1,97.1869042907456
Congo,2009,2,101.41128813840044
Congo,2009,3,103.27514149722792
Congo,2009,4,85.94641835135194
Congo,2009,5,106.14250260249332
Congo,2009,6,90.70578384531828
Congo,2009,7,83.07849995496332
Congo,2009,8,79.16081213528179
Congo,2009,9,91.88813114352769
Congo,2009,10,74.34614131137343
Congo,2009,11,107.2944014970881
Congo,2009,12,89.8129461415446
Congo,2010,1,100.17751562600576
Congo,2010,2,103.33958214295336
Congo,2010,3,111.24980373911922
Congo,2010,4,86.21401353775607
Congo,2010,5,112.063936251955
Congo,2010,6,92.95494681319536
Congo,2010,7,82.71922487218588
Congo,2010,8,81.29055751951071
Congo,2010,9,93.52214064476756
Congo,2010,10,72.60285207349729
Congo,2010,11,104.69341051795516
Congo,2010,12,97.07698874279517
Congo,2011,1,96.995518709787
Congo,2011,2,98.45905838543348
Congo,2011,3,103.0389460598031
Congo,2011,4,81.17066797634688
Congo,2011,5,108.23264935255222
Congo,2011,6,89.71542752710072
Congo,2011,7,81.75649379162165
Congo,2011,8,79.985235151631
Congo,2011,9,92.27665152746026
Congo,2011,10,77.04953383474205
Congo,2011,11,108.70117757102236
Congo,2011,12,92.3252682640108
Congo,2012,1,90.48054770057055
Congo,2012,2,92.27322294680236
Congo,2012,3,98.0226977976654
Congo,2012,4,107.37113854190096
Congo,2012,5,74.51228164550292
Congo,2012,6,87.4838986541804
Congo,2012,7,82.01351768050088
Congo,2012,8,85.38633457333006
Congo,2012,9,93.95980065852532
Congo,2012,10,102.48398761930628
Congo,2012,11,83.46870980288334
Congo,2012,12,99.30266925048949
Congo,2013,1,99.89174109910547
Congo,2013,2,102.13357591272214
Congo,2013,3,111.39648489806233
Congo,2013,4,83.77659939181883
Congo,2013,5,110.5936499323449
Congo,2013,6,88.35783210193303
Congo,2013,7,78.12962960462616
Congo,2013,8,79.94386960535016
Congo,2013,9,94.75441194827584
Congo,2013,10,76.53769949461059
Congo,2013,11,104.57362782296474
Congo,2013,12,95.92643989449424
Congo,2014,1,96.74651637820592
Congo,2014,2,101.67943162684172
Congo,2014,3,109.33200655254096
Congo,2014,4,86.26368504419719
Congo,2014,5,110.38675785104026
Congo,2014,6,95.62001152646332
Congo,2014,7,83.76180621724659
Congo,2014,8,87.37298302391449
Congo,2014,9,95.51003953659672
Congo,2014,10,76.02968359286115
Congo,2014,11,107.71143412844528
Congo,2014,12,96.0165606251571
Congo,2015,1,99.59723386774512
Congo,2015,2,97.14213023120809
Congo,2015,3,105.64833493856054
Congo,2015,4,84.02135693011152
Congo,2015,5,110.2160919230336
Congo,2015,6,94.12982388474182
Congo,2015,7,88.57836397218892
Congo,2015,8,87.24678501331529
Congo,2015,9,95.51392500045516
Congo,2015,10,76.21208031789932
Congo,2015,11,109.64734933577896
Congo,2015,12,98.9326227270274
Congo,2016,1,99.88650001157131
Congo,2016,2,97.00824494888772
Congo,2016,3,110.3577658900264
Congo,2016,4,115.43899901432444
Congo,2016,5,84.1358800918962
Congo,2016,6,94.1552058939268
Congo,2016,7,80.84512407564254
Congo,2016,8,85.6650818068141
Congo,2016,9,95.24399694793748
Congo,2016,10,103.22657917951086
Congo,2016,11,79.96193490282356
Congo,2016,12,98.58676365500156
Congo,2017,1,100.65935259219496
Congo,2017,2,101.81046856875204
Congo,2017,3,109.40653342512014
Congo,2017,4,84.85552194744811
Congo,2017,5,113.5101971498992
Congo,2017,6,93.4216442595517
Congo,2017,7,85.75774044158284
Congo,2017,8,83.24207635127757
Congo,2017,9,95.43707375172934
Congo,2017,10,78.35521695668949
Congo,2017,11,110.43753898680878
Congo,2017,12,93.4053318332825
Congo,2018,1,102.8104220534034
Congo,2018,2,100.87644382599431
Congo,2018,3,113.94503741797442
Congo,2018,4,87.78131370325976
Congo,2018,5,114.09000377373516
Congo,2018,6,98.26096608778872
Congo,2018,7,88.27297479023392
Congo,2018,8,87.61140822600584
Congo,2018,9,96.78810785436946
Congo,2018,10,79.85749557302601
Congo,2018,11,108.3125966933726
Congo,2018,12,95.97858643476054
Congo,2019,1,102.6708898810106
Congo,2019,2,103.81590451638505
Congo,2019,3,109.89857864879411
Congo,2019,4,85.57010660056643
Congo,2019,5,109.63231942390044
Congo,2019,6,94.0196097599261
Congo,2019,7,82.14215638251905
Congo,2019,8,87.68546160847704
Congo,2019,9,96.17413229584976
Congo,2019,10,77.85341186240119
Congo,2019,11,109.98403933919668
Congo,2019,12,101.54841183141666
Congo,2020,1,105.48946630006262
Congo,2020,2,104.5704455275508
Congo,2020,3,107.41116074330222
Congo,2020,4,117.12081424513067
Congo,2020,5,84.64992840486777
Congo,2020,6,96.36548358292248
Congo,2020,7,81.82820128275628
Congo,2020,8,84.98495383367333
Congo,2020,9,94.45573292878466
Congo,2020,10,104.20685924237684
Congo,2020,11,83.49712312774926
Congo,2020,12,100.51128091185464
Congo,2021,1,104.87767028316291
Congo,2021,2,98.27195213090155
Congo,2021,3,108.27080956356326
Congo,2021,4,85.01861647686917
Congo,2021,5,110.9801512607876
Congo,2021,6,97.88760727832272
Congo,2021,7,81.88508989720363
Congo,2021,8,86.61862815012823
Congo,2021,9,97.98754663603148
Congo,2021,10,80.06817088619138
Congo,2021,11,109.11833368471022
Congo,2021,12,96.53126175409264
Congo,2022,1,101.14859934526372
Congo,2022,2,97.14988258896624
Congo,2022,3,103.97487385542568
Congo,2022,4,84.29130742950603
Congo,2022,5,107.28277919270704
Congo,2022,6,94.37809807068656
Congo,2022,7,85.14712237428562
Congo,2022,8,82.3900917050132
Congo,2022,9,93.75721882165
Congo,2022,10,73.82224205278659
Congo,2022,11,105.62007022103788
Congo,2022,12,95.8688133350378
Congo,2023,1,102.46865911478844
Congo,2023,2,101.41211925281532
Congo,2023,3,105.08056788948288
Congo,2023,4,84.06461723802714
Congo,2023,5,113.47668169159503
Congo,2023,6,94.7238368079332
Congo,2023,7,89.65612649024011
Congo,2023,8,85.3179205788545
Congo,2023,9,99.31880277287809
Congo,2023,10,79.29430108612094
Congo,2023,11,112.6468110203399
Congo,2023,12,100.23730619628688
Congo,2024,1,102.05894013381828
Congo,2024,2,97.3321028013832
Congo,2024,3,108.45715933202024
Congo,2024,4,116.53848855076644
Congo,2024,5,78.8553201666821
Congo,2024,6,91.04051794507016
Congo,2024,7,76.29752762967495
Congo,2024,8,76.86636419909846
Congo,2024,9,91.4839183928416
Congo,2024,10,103.33362110607884
Congo,2024,11,82.08514687980586
Congo,2024,12,100.9722880216033
Danube,2002,1,17.0169415025839
Danube,2002,2,24.86112395857792
Danube,2002,3,30.676064560847653
Danube,2002,4,34.8469789686933
Danube,2002,5,82.85762005061679
Danube,2002,6,101.09913386649283
Danube,2002,7,92.63915382324308
Danube,2002,8,83.97889683741832
Danube,2002,9,45.655439109413706
Danube,2002,10,19.890984617519823
Danube,2002,11,18.90777743265396
Danube,2002,12,11.715290497564377
Danube,2003,1,14.188180030684384
Danube,2003,2,21.22949856915108
Danube,2003,3,34.29668919029929
Danube,2003,4,33.28777438197326
Danube,2003,5,84.27277849224271
Danube,2003,6,106.42974444520884
Danube,2003,7,90.96278013096732
Danube,2003,8,68.7802544128406
Danube,2003,9,42.93705187452249
Danube,2003,10,17.80984351268516
Danube,2003,11,18.77905415307844
Danube,2003,12,14.55177849751433
Danube,2004,1,14.556805473799653
Danube,2004,2,23.76077423640004
Danube,2004,3,36.40826125855583
Danube,2004,4,53.577205763159
Danube,2004,5,57.21329253091245
Danube,2004,6,102.1271665343027
Danube,2004,7,98.92964874062098
Danube,2004,8,87.47798953489806
Danube,2004,9,50.43111377846823
Danube,2004,10,26.942659720851037
Danube,2004,11,13.02314090358372
Danube,2004,12,14.49333712223044
Danube,2005,1,17.783831175641335
Danube,2005,2,19.28528072226678
Danube,2005,3,35.19159731049345
Danube,2005,4,35.554108865040256
Danube,2005,5,83.17131846170577
Danube,2005,6,103.75945642526467
Danube,2005,7,105.30990785876594
Danube,2005,8,85.34161854674896
Danube,2005,9,54.66843057306148
Danube,2005,10,21.0663289116653
Danube,2005,11,18.05384005218298
Danube,2005,12,13.270579079545977
Danube,2006,1,16.06792088598342
Danube,2006,2,22.941123693341176
Danube,2006,3,37.97142368732879
Danube,2006,4,38.30718783033947
Danube,2006,5,79.13788539171324
Danube,2006,6,102.62738920987611
Danube,2006,7,106.97164077823292
Danube,2006,8,79.35989421896815
Danube,2006,9,55.78400499487629
Danube,2006,10,21.52525916821777
Danube,2006,11,19.35261190924408
Danube,2006,12,15.294376746711173
Danube,2007,1,19.350184635865805
Danube,2007,2,24.980256519503257
Danube,2007,3,32.46019376410437
Danube,2007,4,37.850121236145995
Danube,2007,5,81.70519861970206
Danube,2007,6,101.45452508190392
Danube,2007,7,82.39345219419347
Danube,2007,8,69.56462922332194
Danube,2007,9,48.592468567834835
Danube,2007,10,18.403319753917245
Danube,2007,11,18.128191030247695
Danube,2007,12,12.78414738500689
Danube,2008,1,16.73431467673902
Danube,2008,2,25.663774628411577
Danube,2008,3,34.2381927712789
Danube,2008,4,56.69486821652676
Danube,2008,5,71.25731086597484
Danube,2008,6,107.0352951329642
Danube,2008,7,98.46622557481338
Danube,2008,8,81.68996020264386
Danube,2008,9,40.66192090320086
Danube,2008,10,27.545631708686223
Danube,2008,11,13.95576859278953
Danube,2008,12,14.38329649499213
Danube,2009,1,16.14661043253957
Danube,2009,2,23.14784308909795
Danube,2009,3,35.155551686475725
Danube,2009,4,37.83502822433885
Danube,2009,5,85.00392174890953
Danube,2009,6,96.66235850483584
Danube,2009,7,105.45609614884027
Danube,2009,8,78.98827596500476
Danube,2009,9,47.68801989068852
Danube,2009,10,19.164658884176525
Danube,2009,11,19.980991327950953
Danube,2009,12,13.294523448856618
Danube,2010,1,14.800024459146975
Danube,2010,2,23.183043432495655
Danube,2010,3,36.212169869446605
Danube,2010,4,38.683455319715925
Danube,2010,5,80.35199567061028
Danube,2010,6,108.38527977857365
Danube,2010,7,111.34394022077122
Danube,2010,8,87.9428204050356
Danube,2010,9,49.018180570193614
Danube,2010,10,18.093591276468548
Danube,2010,11,20.288716554054403
Danube,2010,12,13.024294773538516
Danube,2011,1,14.781036946497077
Danube,2011,2,23.12531534808774
Danube,2011,3,35.440788984133256
Danube,2011,4,35.307632158463434
Danube,2011,5,85.18926335896012
Danube,2011,6,104.4025741414805
Danube,2011,7,101.74772216776316
Danube,2011,8,89.0557265496064
Danube,2011,9,51.12940278848241
Danube,2011,10,17.629925682391374
Danube,2011,11,19.44687305636772
Danube,2011,12,15.621270696821718
Danube,2012,1,17.49528429841113
Danube,2012,2,20.35454815084513
Danube,2012,3,31.617372822495085
Danube,2012,4,54.76530689912074
Danube,2012,5,61.85488346723517
Danube,2012,6,115.97881079343124
Danube,2012,7,92.95338923596324
Danube,2012,8,66.85106192467886
Danube,2012,9,44.07009528434308
Danube,2012,10,25.233608058714218
Danube,2012,11,14.43757431280325
Danube,2012,12,13.33294557796395
Danube,2013,1,16.17090212980982
Danube,2013,2,22.832876096388933
Danube,2013,3,35.215835076598765
Danube,2013,4,42.44272728793764
Danube,2013,5,83.62181734284935
Danube,2013,6,105.9222832235944
Danube,2013,7,107.2444699876324
Danube,2013,8,70.9438129697259
Danube,2013,9,43.757778549983016
Danube,2013,10,22.456557865599247
Danube,2013,11,19.29801429130768
Danube,2013,12,14.957261592660712
Danube,2014,1,16.657610230762575
Danube,2014,2,24.443725357662913
Danube,2014,3,33.46299491656925
Danube,2014,4,40.54581734821441
Danube,2014,5,82.10849628897857
Danube,2014,6,100.77311384613368
Danube,2014,7,100.9352531080998
Danube,2014,8,83.99023406921658
Danube,2014,9,51.87765913324683
Danube,2014,10,22.703495850895873
Danube,2014,11,18.65633425959797
Danube,2014,12,13.87574897305634
Danube,2015,1,16.113312616304263
Danube,2015,2,24.350325278403805
Danube,2015,3,34.18955460758625
Danube,2015,4,35.61632195393015
Danube,2015,5,86.36507705199713
Danube,2015,6,106.15182216410837
Danube,2015,7,101.30752180995496
Danube,2015,8,72.55374384645343
Danube,2015,9,48.78096947719384
Danube,2015,10,20.202229854952886
Danube,2015,11,20.422284506259327
Danube,2015,12,14.559032382923371
Danube,2016,1,16.09083863974106
Danube,2016,2,24.038991179819412
Danube,2016,3,35.86597684378068
Danube,2016,4,57.49169738855779
Danube,2016,5,67.10767836936363
Danube,2016,6,107.72618405068071
Danube,2016,7,105.56940845797963
Danube,2016,8,87.12860076483486
Danube,2016,9,51.08395070341902
Danube,2016,10,24.69851129153371
Danube,2016,11,13.64878415660477
Danube,2016,12,15.537722650242412
Danube,2017,1,14.953342807360954
Danube,2017,2,25.877627181654073
Danube,2017,3,35.61912349363196
Danube,2017,4,33.98420846910217
Danube,2017,5,86.83546405030376
Danube,2017,6,112.62326041193832
Danube,2017,7,101.82200936937409
Danube,2017,8,74.8621536917945
Danube,2017,9,44.7565877422448
Danube,2017,10,20.432880572353785
Danube,2017,11,18.295435289933287
Danube,2017,12,14.583852703928573
Danube,2018,1,17.441519356897395
Danube,2018,2,20.812387122717265
Danube,2018,3,37.243659548299824
Danube,2018,4,51.29956456172871
Danube,2018,5,97.47654455048816
Danube,2018,6,98.46352908096614
Danube,2018,7,106.46813247526217
Danube,2018,8,86.5046599885974
Danube,2018,9,49.975997967220614
Danube,2018,10,19.97522796230445
Danube,2018,11,19.333771017683652
Danube,2018,12,13.671484124868003
Danube,2019,1,15.608879672811838
Danube,2019,2,26.369165687080443
Danube,2019,3,32.59322638324394
Danube,2019,4,36.71934148710502
Danube,2019,5,75.54121153985793
Danube,2019,6,122.46049174284592
Danube,2019,7,101.59039644239856
Danube,2019,8,84.53936437712174
Danube,2019,9,46.10208281155515
Danube,2019,10,20.80466920374672
Danube,2019,11,19.21847285173971
Danube,2019,12,15.169043071229254
Danube,2020,1,18.238069405888066
Danube,2020,2,24.45472511106771
Danube,2020,3,30.47952313996047
Danube,2020,4,48.674168374830046
Danube,2020,5,55.440510271763706
Danube,2020,6,101.41122645291682
Danube,2020,7,107.16267789418583
Danube,2020,8,88.46708359480705
Danube,2020,9,55.27044317865288
Danube,2020,10,26.393104768625907
Danube,2020,11,13.921751100272845
Danube,2020,12,12.762806297724543
Danube,2021,1,16.231877874089385
Danube,2021,2,24.639511338498146
Danube,2021,3,33.1277847214623
Danube,2021,4,33.416501250044455
Danube,2021,5,77.68922634850252
Danube,2021,6,113.10716012176464
Danube,2021,7,104.28620006264802
Danube,2021,8,80.54285895218335
Danube,2021,9,50.797574596436014
Danube,2021,10,18.67376911218846
Danube,2021,11,19.5030687184526
Danube,2021,12,13.030103645773227
Danube,2022,1,18.09785060885517
Danube,2022,2,24.447341221448237
Danube,2022,3,28.532231445179654
Danube,2022,4,33.55653689720221
Danube,2022,5,88.30451364032083
Danube,2022,6,110.40313673905672
Danube,2022,7,87.44035617071033
Danube,2022,8,66.21850644401495
Danube,2022,9,46.90179712845133
Danube,2022,10,22.846854871519476
Danube,2022,11,18.62484733523202
Danube,2022,12,13.912213216178476
Danube,2023,1,16.813230076761144
Danube,2023,2,24.458719292556896
Danube,2023,3,33.97130181524973
Danube,2023,4,37.81207967735491
Danube,2023,5,83.09106926829458
Danube,2023,6,101.2302583647432
Danube,2023,7,102.61258998546391
Danube,2023,8,82.33557559201205
Danube,2023,9,55.15213600666917
Danube,2023,10,21.31057843736133
Danube,2023,11,18.842131465122566
Danube,2023,12,15.410626406591955
Danube,2024,1,19.045936393484027
Danube,2024,2,26.77091933478333
Danube,2024,3,36.91060995959083
Danube,2024,4,63.57693235242543
Danube,2024,5,64.60020977929463
Danube,2024,6,101.83976594212896
Danube,2024,7,93.93740548097496
Danube,2024,8,66.21465883690726
Danube,2024,9,42.305741616956105
Danube,2024,10,28.17291031977923
Danube,2024,11,13.219850766492856
Danube,2024,12,14.851175278548812
Ganges / Brahmaputra Basin,2002,1,29.5763425718055
Ganges / Brahmaputra Basin,2002,2,36.23373262601655
Ganges / Brahmaputra Basin,2002,3,30.209355863115412
Ganges / Brahmaputra Basin,2002,4,21.998644039839952
Ganges / Brahmaputra Basin,2002,5,35.82514667167409
Ganges / Brahmaputra Basin,2002,6,52.03442614528166
Ganges / Brahmaputra Basin,2002,7,61.25375990098306
Ganges / Brahmaputra Basin,2002,8,82.33234484863263
Ganges / Brahmaputra Basin,2002,9,73.58421472333022
Ganges / Brahmaputra Basin,2002,10,39.75873743051978
Ganges / Brahmaputra Basin,2002,11,35.32893506369858
Ganges / Brahmaputra Basin,2002,12,23.68064678401221
Ganges / Brahmaputra Basin,2003,1,26.98572413033092
Ganges / Brahmaputra Basin,2003,2,35.690544297362415
Ganges / Brahmaputra Basin,2003,3,33.209554221632324
Ganges / Brahmaputra Basin,2003,4,21.45703293160963
Ganges / Brahmaputra Basin,2003,5,34.023733171557566
Ganges / Brahmaputra Basin,2003,6,50.43665223297238
Ganges / Brahmaputra Basin,2003,7,89.16797954150705
Ganges / Brahmaputra Basin,2003,8,100.15763355463216
Ganges / Brahmaputra Basin,2003,9,85.7287713064023
Ganges / Brahmaputra Basin,2003,10,44.724491314460025
Ganges / Brahmaputra Basin,2003,11,39.58701469916531
Ganges / Brahmaputra Basin,2003,12,29.866374329301344
Ganges / Brahmaputra Basin,2004,1,30.00848010135274
Ganges / Brahmaputra Basin,2004,2,34.556578327140464
Ganges / Brahmaputra Basin,2004,3,25.46634927876856
Ganges / Brahmaputra Basin,2004,4,29.33230419370351
Ganges / Brahmaputra Basin,2004,5,25.959550792050862
Ganges / Brahmaputra Basin,2004,6,53.83573688724002
Ganges / Brahmaputra Basin,2004,7,80.94261294390762
Ganges / Brahmaputra Basin,2004,8,96.7626970113176
Ganges / Brahmaputra Basin,2004,9,77.1624562630016
Ganges / Brahmaputra Basin,2004,10,52.51552253712399
Ganges / Brahmaputra Basin,2004,11,26.258311987960024
Ganges / Brahmaputra Basin,2004,12,27.8926689947331
Ganges / Brahmaputra Basin,2005,1,32.261730398451384
Ganges / Brahmaputra Basin,2005,2,37.829752500140955
Ganges / Brahmaputra Basin,2005,3,34.65703587342536
Ganges / Brahmaputra Basin,2005,4,22.735421029500245
Ganges / Brahmaputra Basin,2005,5,34.69476825244502
Ganges / Brahmaputra Basin,2005,6,45.225314702071294
Ganges / Brahmaputra Basin,2005,7,89.81233822431128
Ganges / Brahmaputra Basin,2005,8,89.45552750179615
Ganges / Brahmaputra Basin,2005,9,85.66269274571687
Ganges / Brahmaputra Basin,2005,10,43.970312450594896
Ganges / Brahmaputra Basin,2005,11,36.210834402838906
Ganges / Brahmaputra Basin,2005,12,25.24681399483621
Ganges / Brahmaputra Basin,2006,1,27.67872490242181
Ganges / Brahmaputra Basin,2006,2,29.754581350458675
Ganges / Brahmaputra Basin,2006,3,30.538841609339784
Ganges / Brahmaputra Basin,2006,4,21.417475446022156
Ganges / Brahmaputra Basin,2006,5,38.68160962207321
Ganges / Brahmaputra Basin,2006,6,58.52485417199416
Ganges / Brahmaputra Basin,2006,7,88.44406140773611
Ganges / Brahmaputra Basin,2006,8,97.5269982244572
Ganges / Brahmaputra Basin,2006,9,81.60969660852292
Ganges / Brahmaputra Basin,2006,10,39.9369549760681
Ganges / Brahmaputra Basin,2006,11,35.50068578853622
Ganges / Brahmaputra Basin,2006,12,26.065639239249364
Ganges / Brahmaputra Basin,2007,1,27.461306096732997
Ganges / Brahmaputra Basin,2007,2,37.4922419392242
Ganges / Brahmaputra Basin,2007,3,33.04922102971759
Ganges / Brahmaputra Basin,2007,4,22.764303640726997
Ganges / Brahmaputra Basin,2007,5,36.453014908975796
Ganges / Brahmaputra Basin,2007,6,53.198522068143674
Ganges / Brahmaputra Basin,2007,7,82.93160438562022
Ganges / Brahmaputra Basin,2007,8,95.781742015279
Ganges / Brahmaputra Basin,2007,9,82.14556458550184
Ganges / Brahmaputra Basin,2007,10,41.46212236304413
Ganges / Brahmaputra Basin,2007,11,38.11601112014468
Ganges / Brahmaputra Basin,2007,12,25.070577252725595
Ganges / Brahmaputra Basin,2008,1,28.666626004302483
Ganges / Brahmaputra Basin,2008,2,33.8657524676973
Ganges / Brahmaputra Basin,2008,3,32.27996839268183
Ganges / Brahmaputra Basin,2008,4,29.80591500436417
Ganges / Brahmaputra Basin,2008,5,28.814468877159257
Ganges / Brahmaputra Basin,2008,6,64.09584183927947
Ganges / Brahmaputra Basin,2008,7,93.66340480478418
Ganges / Brahmaputra Basin,2008,8,101.70766883462008
Ganges / Brahmaputra Basin,2008,9,90.25543469661442
Ganges / Brahmaputra Basin,2008,10,54.8506755619356
Ganges / Brahmaputra Basin,2008,11,27.77635199595191
Ganges / Brahmaputra Basin,2008,12,29.627970033745115
Ganges / Brahmaputra Basin,2009,1,31.787803558614744
Ganges / Brahmaputra Basin,2009,2,31.922307944895188
Ganges / Brahmaputra Basin,2009,3,26.735483461039188
Ganges / Brahmaputra Basin,2009,4,19.676367658648463
Ganges / Brahmaputra Basin,2009,5,37.043970640858355
Ganges / Brahmaputra Basin,2009,6,44.82034117875675
Ganges / Brahmaputra Basin,2009,7,74.0394160907526
Ganges / Brahmaputra Basin,2009,8,88.65595537900946
Ganges / Brahmaputra Basin,2009,9,83.53636008335988
Ganges / Brahmaputra Basin,2009,10,38.98100467168332
Ganges / Brahmaputra Basin,2009,11,36.84867510589187
Ganges / Brahmaputra Basin,2009,12,26.612888414756267
Ganges / Brahmaputra Basin,2010,1,30.46843922051148
Ganges / Brahmaputra Basin,2010,2,34.26415673118019
Ganges / Brahmaputra Basin,2010,3,24.630673848618297
Ganges / Brahmaputra Basin,2010,4,18.70451914936456
Ganges / Brahmaputra Basin,2010,5,33.92958927910808
Ganges / Brahmaputra Basin,2010,6,44.91408454507921
Ganges / Brahmaputra Basin,2010,7,77.38986926929074
Ganges / Brahmaputra Basin,2010,8,96.28579910664808
Ganges / Brahmaputra Basin,2010,9,90.98309865700143
Ganges / Brahmaputra Basin,2010,10,48.743824709376106
Ganges / Brahmaputra Basin,2010,11,46.298804068626026
Ganges / Brahmaputra Basin,2010,12,28.574290664636052
Ganges / Brahmaputra Basin,2011,1,31.914080265418196
Ganges / Brahmaputra Basin,2011,2,39.435704772115514
Ganges / Brahmaputra Basin,2011,3,34.76758750401041
Ganges / Brahmaputra Basin,2011,4,24.15723523437481
Ganges / Brahmaputra Basin,2011,5,38.67381698333943
Ganges / Brahmaputra Basin,2011,6,59.88833613236516
Ganges / Brahmaputra Basin,2011,7,92.40291729385343
Ganges / Brahmaputra Basin,2011,8,102.61288833755896
Ganges / Brahmaputra Basin,2011,9,95.86249609205288
Ganges / Brahmaputra Basin,2011,10,43.6378647365187
Ganges / Brahmaputra Basin,2011,11,39.25329630722783
Ganges / Brahmaputra Basin,2011,12,26.2318596039257
Ganges / Brahmaputra Basin,2012,1,31.72899424412686
Ganges / Brahmaputra Basin,2012,2,34.56579202008347
Ganges / Brahmaputra Basin,2012,3,27.09215373221025
Ganges / Brahmaputra Basin,2012,4,31.232915923052417
Ganges / Brahmaputra Basin,2012,5,23.76766217562888
