basin,year,month,ET_mm
Ganges / Brahmaputra Basin,2012,6,41.17148704792123
Ganges / Brahmaputra Basin,2012,7,77.8070282707753
Ganges / Brahmaputra Basin,2012,8,89.581620212972
Ganges / Brahmaputra Basin,2012,9,84.11242673343841
Ganges / Brahmaputra Basin,2012,10,50.481060670016085
Ganges / Brahmaputra Basin,2012,11,24.231800088520657
Ganges / Brahmaputra Basin,2012,12,24.324972725983983
Ganges / Brahmaputra Basin,2013,1,28.434251766914237
Ganges / Brahmaputra Basin,2013,2,39.96992610362164
Ganges / Brahmaputra Basin,2013,3,34.25717454903503
Ganges / Brahmaputra Basin,2013,4,24.128869133726592
Ganges / Brahmaputra Basin,2013,5,36.61698972033448
Ganges / Brahmaputra Basin,2013,6,63.27951394873454
Ganges / Brahmaputra Basin,2013,7,86.72346016579986
Ganges / Brahmaputra Basin,2013,8,89.6076203602666
Ganges / Brahmaputra Basin,2013,9,80.26530150450579
Ganges / Brahmaputra Basin,2013,10,47.88419122733374
Ganges / Brahmaputra Basin,2013,11,40.09596336108372
Ganges / Brahmaputra Basin,2013,12,28.49050970359649
Ganges / Brahmaputra Basin,2014,1,35.56520148579223
Ganges / Brahmaputra Basin,2014,2,42.93881976766294
Ganges / Brahmaputra Basin,2014,3,39.628130804913184
Ganges / Brahmaputra Basin,2014,4,21.98773823289073
Ganges / Brahmaputra Basin,2014,5,36.03392765094733
Ganges / Brahmaputra Basin,2014,6,44.9029526693282
Ganges / Brahmaputra Basin,2014,7,75.27120381096773
Ganges / Brahmaputra Basin,2014,8,85.79294343780981
Ganges / Brahmaputra Basin,2014,9,81.34490784873658
Ganges / Brahmaputra Basin,2014,10,42.214262606527384
Ganges / Brahmaputra Basin,2014,11,35.15623521689502
Ganges / Brahmaputra Basin,2014,12,25.037082313593466
Ganges / Brahmaputra Basin,2015,1,34.37185730528756
Ganges / Brahmaputra Basin,2015,2,41.64910611126292
Ganges / Brahmaputra Basin,2015,3,37.61363149206563
Ganges / Brahmaputra Basin,2015,4,27.11951761850175
Ganges / Brahmaputra Basin,2015,5,36.448137532096865
Ganges / Brahmaputra Basin,2015,6,48.78763611333718
Ganges / Brahmaputra Basin,2015,7,70.6127572991127
Ganges / Brahmaputra Basin,2015,8,82.10933825514483
Ganges / Brahmaputra Basin,2015,9,67.34189537751489
Ganges / Brahmaputra Basin,2015,10,36.700319204912695
Ganges / Brahmaputra Basin,2015,11,34.38602892847043
Ganges / Brahmaputra Basin,2015,12,24.128291321532213
Ganges / Brahmaputra Basin,2016,1,31.176476746047193
Ganges / Brahmaputra Basin,2016,2,36.015659797139506
Ganges / Brahmaputra Basin,2016,3,31.78215760084284
Ganges / Brahmaputra Basin,2016,4,29.46469704693561
Ganges / Brahmaputra Basin,2016,5,27.85249855172364
Ganges / Brahmaputra Basin,2016,6,49.73335707100677
Ganges / Brahmaputra Basin,2016,7,83.44640623962408
Ganges / Brahmaputra Basin,2016,8,100.29257791200212
Ganges / Brahmaputra Basin,2016,9,88.62696476610002
Ganges / Brahmaputra Basin,2016,10,55.68550418963409
Ganges / Brahmaputra Basin,2016,11,25.472145385487323
Ganges / Brahmaputra Basin,2016,12,27.81757677701859
Ganges / Brahmaputra Basin,2017,1,35.57777246314287
Ganges / Brahmaputra Basin,2017,2,40.00104186334308
Ganges / Brahmaputra Basin,2017,3,36.03987258906166
Ganges / Brahmaputra Basin,2017,4,24.03780219624397
Ganges / Brahmaputra Basin,2017,5,41.42728142151856
Ganges / Brahmaputra Basin,2017,6,54.453070526037706
Ganges / Brahmaputra Basin,2017,7,94.0318513826282
Ganges / Brahmaputra Basin,2017,8,103.1586566583268
Ganges / Brahmaputra Basin,2017,9,86.74304760143944
Ganges / Brahmaputra Basin,2017,10,44.40350802167082
Ganges / Brahmaputra Basin,2017,11,39.02226545863916
Ganges / Brahmaputra Basin,2017,12,28.78574990700534
Ganges / Brahmaputra Basin,2018,1,32.14335262212907
Ganges / Brahmaputra Basin,2018,2,37.766149818866175
Ganges / Brahmaputra Basin,2018,3,34.57348640000279
Ganges / Brahmaputra Basin,2018,4,28.16071595501511
Ganges / Brahmaputra Basin,2018,5,42.58433233725771
Ganges / Brahmaputra Basin,2018,6,56.55623887248733
Ganges / Brahmaputra Basin,2018,7,84.50513417810456
Ganges / Brahmaputra Basin,2018,8,101.63365437585118
Ganges / Brahmaputra Basin,2018,9,92.15470824301944
Ganges / Brahmaputra Basin,2018,10,40.36151981398012
Ganges / Brahmaputra Basin,2018,11,35.71264737125413
Ganges / Brahmaputra Basin,2018,12,25.72343607114916
Ganges / Brahmaputra Basin,2019,1,32.96157296660349
Ganges / Brahmaputra Basin,2019,2,41.365499378820395
Ganges / Brahmaputra Basin,2019,3,40.23973090196745
Ganges / Brahmaputra Basin,2019,4,29.05005225953455
Ganges / Brahmaputra Basin,2019,5,41.09740529055998
Ganges / Brahmaputra Basin,2019,6,49.955131501072266
Ganges / Brahmaputra Basin,2019,7,85.03204944258947
Ganges / Brahmaputra Basin,2019,8,101.22662644953294
Ganges / Brahmaputra Basin,2019,9,91.5047889042018
Ganges / Brahmaputra Basin,2019,10,52.69840112089363
Ganges / Brahmaputra Basin,2019,11,49.813452111374126
Ganges / Brahmaputra Basin,2019,12,33.623666111931826
Ganges / Brahmaputra Basin,2020,1,40.94374918969545
Ganges / Brahmaputra Basin,2020,2,48.35919875014274
Ganges / Brahmaputra Basin,2020,3,48.56259556266747
Ganges / Brahmaputra Basin,2020,4,41.91985046970965
Ganges / Brahmaputra Basin,2020,5,32.39919580965923
Ganges / Brahmaputra Basin,2020,6,67.66716658420455
Ganges / Brahmaputra Basin,2020,7,93.03671242896888
Ganges / Brahmaputra Basin,2020,8,108.46425401190356
Ganges / Brahmaputra Basin,2020,9,87.91180893881413
Ganges / Brahmaputra Basin,2020,10,58.241236698286095
Ganges / Brahmaputra Basin,2020,11,30.010071693307548
Ganges / Brahmaputra Basin,2020,12,30.70053692837209
Ganges / Brahmaputra Basin,2021,1,35.84099517734096
Ganges / Brahmaputra Basin,2021,2,39.70303119794677
Ganges / Brahmaputra Basin,2021,3,30.986753458158905
Ganges / Brahmaputra Basin,2021,4,21.24691379871564
Ganges / Brahmaputra Basin,2021,5,47.28051382562492
Ganges / Brahmaputra Basin,2021,6,72.37364694222502
Ganges / Brahmaputra Basin,2021,7,95.50545734857664
Ganges / Brahmaputra Basin,2021,8,104.99569413399988
Ganges / Brahmaputra Basin,2021,9,100.03551490019149
Ganges / Brahmaputra Basin,2021,10,53.55070340822691
Ganges / Brahmaputra Basin,2021,11,46.43079270703211
Ganges / Brahmaputra Basin,2021,12,34.88409415450345
Ganges / Brahmaputra Basin,2022,1,41.170791707793846
Ganges / Brahmaputra Basin,2022,2,48.39719438994106
Ganges / Brahmaputra Basin,2022,3,37.94736628887038
Ganges / Brahmaputra Basin,2022,4,24.33966517767364
Ganges / Brahmaputra Basin,2022,5,43.40579132902185
Ganges / Brahmaputra Basin,2022,6,55.28546438898947
Ganges / Brahmaputra Basin,2022,7,81.80932309395529
Ganges / Brahmaputra Basin,2022,8,95.47999291706856
Ganges / Brahmaputra Basin,2022,9,90.8180167866776
Ganges / Brahmaputra Basin,2022,10,49.70302321461864
Ganges / Brahmaputra Basin,2022,11,41.06397373207122
Ganges / Brahmaputra Basin,2022,12,29.627095542375468
Ganges / Brahmaputra Basin,2023,1,35.46166016109068
Ganges / Brahmaputra Basin,2023,2,41.49420462056224
Ganges / Brahmaputra Basin,2023,3,40.20643495377555
Ganges / Brahmaputra Basin,2023,4,24.478999739868716
Ganges / Brahmaputra Basin,2023,5,39.42095454027451
Ganges / Brahmaputra Basin,2023,6,56.03338532943801
Ganges / Brahmaputra Basin,2023,7,92.7976323007166
Ganges / Brahmaputra Basin,2023,8,101.77711947091808
Ganges / Brahmaputra Basin,2023,9,91.16006895020251
Ganges / Brahmaputra Basin,2023,10,47.1016490255867
Ganges / Brahmaputra Basin,2023,11,41.92063430601509
Ganges / Brahmaputra Basin,2023,12,32.09399032233083
Ganges / Brahmaputra Basin,2024,1,36.611919566039546
Ganges / Brahmaputra Basin,2024,2,43.44470459620959
Ganges / Brahmaputra Basin,2024,3,39.680733387137344
Ganges / Brahmaputra Basin,2024,4,28.679026685709413
Ganges / Brahmaputra Basin,2024,5,30.332644758525102
Ganges / Brahmaputra Basin,2024,6,50.16368126767604
Ganges / Brahmaputra Basin,2024,7,89.67702532692239
Ganges / Brahmaputra Basin,2024,8,100.40563718440708
Ganges / Brahmaputra Basin,2024,9,94.3080310680603
Ganges / Brahmaputra Basin,2024,10,63.314151721938835
Ganges / Brahmaputra Basin,2024,11,28.765180352955554
Ganges / Brahmaputra Basin,2024,12,29.35321359258049
Mekong Basin,2002,1,63.46071673394461
Mekong Basin,2002,2,66.53325009804458
Mekong Basin,2002,3,71.61805855624982
Mekong Basin,2002,4,60.348099495351015
Mekong Basin,2002,5,93.62748791481069
Mekong Basin,2002,6,101.34994534051854
Mekong Basin,2002,7,107.52310137535648
Mekong Basin,2002,8,102.53499434191532
Mekong Basin,2002,9,105.51959401073456
Mekong Basin,2002,10,78.92766130537758
Mekong Basin,2002,11,94.99518314807835
Mekong Basin,2002,12,74.82656731380891
Mekong Basin,2003,1,69.78789731926942
Mekong Basin,2003,2,73.79291673613251
Mekong Basin,2003,3,82.28129260510165
Mekong Basin,2003,4,68.9126494978791
Mekong Basin,2003,5,100.34134581594932
Mekong Basin,2003,6,106.24180405770676
Mekong Basin,2003,7,108.62961411642328
Mekong Basin,2003,8,103.8379650642323
Mekong Basin,2003,9,109.67012855143815
Mekong Basin,2003,10,79.99983345859134
Mekong Basin,2003,11,91.08286015445388
Mekong Basin,2003,12,60.800154417723526
Mekong Basin,2004,1,59.01717826302141
Mekong Basin,2004,2,58.093396708543175
Mekong Basin,2004,3,58.44125263580018
Mekong Basin,2004,4,77.24197272675211
Mekong Basin,2004,5,71.20407112623823
Mekong Basin,2004,6,108.57084944390697
Mekong Basin,2004,7,103.986772966913
Mekong Basin,2004,8,103.21672869202511
Mekong Basin,2004,9,108.21821751018526
Mekong Basin,2004,10,106.15180143193962
Mekong Basin,2004,11,61.29123152311166
Mekong Basin,2004,12,59.499724360062466
Mekong Basin,2005,1,58.45124168537118
Mekong Basin,2005,2,60.73623809692988
Mekong Basin,2005,3,66.60807966071827
Mekong Basin,2005,4,61.502649121802854
Mekong Basin,2005,5,92.71112894523397
Mekong Basin,2005,6,100.57506000095266
Mekong Basin,2005,7,109.01468799215388
Mekong Basin,2005,8,106.02471259015444
Mekong Basin,2005,9,107.730377648336
Mekong Basin,2005,10,82.2043729040283
Mekong Basin,2005,11,93.99190077254448
Mekong Basin,2005,12,67.2816087968562
Mekong Basin,2006,1,70.27659338958105
Mekong Basin,2006,2,71.78082498545889
Mekong Basin,2006,3,78.43632058504146
Mekong Basin,2006,4,68.16353078493341
Mekong Basin,2006,5,99.73780681501825
Mekong Basin,2006,6,107.24543158597756
Mekong Basin,2006,7,106.53156566042142
Mekong Basin,2006,8,105.513759106461
Mekong Basin,2006,9,106.34315317098452
Mekong Basin,2006,10,84.36428050590378
Mekong Basin,2006,11,94.40070417160791
Mekong Basin,2006,12,64.74040577925658
Mekong Basin,2007,1,62.95743916340941
Mekong Basin,2007,2,63.65113316263696
Mekong Basin,2007,3,70.7055232556364
Mekong Basin,2007,4,57.523921785720816
Mekong Basin,2007,5,99.72787174546872
Mekong Basin,2007,6,104.82670850749676
Mekong Basin,2007,7,105.5361230243244
Mekong Basin,2007,8,105.54296866649862
Mekong Basin,2007,9,103.68106139594722
Mekong Basin,2007,10,77.63143186137785
Mekong Basin,2007,11,85.52406548660375
Mekong Basin,2007,12,71.82863000324524
Mekong Basin,2008,1,66.11573589856754
Mekong Basin,2008,2,65.21294957830729
Mekong Basin,2008,3,73.64907641608329
Mekong Basin,2008,4,88.8524770008704
Mekong Basin,2008,5,76.39492707828268
Mekong Basin,2008,6,102.5626668724873
Mekong Basin,2008,7,103.76741393664886
Mekong Basin,2008,8,103.96233674059224
Mekong Basin,2008,9,102.02407146430264
Mekong Basin,2008,10,98.9816817198297
Mekong Basin,2008,11,66.65043135845293
Mekong Basin,2008,12,71.55476748534512
Mekong Basin,2009,1,66.52839733437736
Mekong Basin,2009,2,69.81698341530544
Mekong Basin,2009,3,75.03570925082988
Mekong Basin,2009,4,68.41486996602794
Mekong Basin,2009,5,101.4334999420265
Mekong Basin,2009,6,104.1696771004396
Mekong Basin,2009,7,108.34626978277689
Mekong Basin,2009,8,105.18561744365532
Mekong Basin,2009,9,107.3146926681858
Mekong Basin,2009,10,78.87303403534641
Mekong Basin,2009,11,92.43918425110292
Mekong Basin,2009,12,66.07746744863123
Mekong Basin,2010,1,68.8708570494536
Mekong Basin,2010,2,72.0856636062897
Mekong Basin,2010,3,66.58694149599674
Mekong Basin,2010,4,57.97384886991478
Mekong Basin,2010,5,95.97936210418564
Mekong Basin,2010,6,99.41127840915848
Mekong Basin,2010,7,104.67954378125066
Mekong Basin,2010,8,106.566069220389
Mekong Basin,2010,9,100.79092280660734
Mekong Basin,2010,10,73.5003721373831
Mekong Basin,2010,11,92.52317957419255
Mekong Basin,2010,12,71.03598513588271
Mekong Basin,2011,1,66.11660467679216
Mekong Basin,2011,2,70.48024950373903
Mekong Basin,2011,3,75.06842812129226
Mekong Basin,2011,4,63.13527245507171
Mekong Basin,2011,5,98.9153559620573
Mekong Basin,2011,6,104.7614082964958
Mekong Basin,2011,7,109.34542826627478
Mekong Basin,2011,8,105.66949923176092
Mekong Basin,2011,9,96.79444511141875
Mekong Basin,2011,10,80.96492796570111
Mekong Basin,2011,11,94.49017623076628
Mekong Basin,2011,12,65.30264474104926
Mekong Basin,2012,1,65.89329913798115
Mekong Basin,2012,2,71.58623919750688
Mekong Basin,2012,3,74.11469071110956
Mekong Basin,2012,4,90.11101326895482
Mekong Basin,2012,5,70.4381801410755
Mekong Basin,2012,6,101.07997183193947
Mekong Basin,2012,7,107.93649265713957
Mekong Basin,2012,8,106.10533500419822
Mekong Basin,2012,9,107.17547670891162
Mekong Basin,2012,10,110.49309264504257
Mekong Basin,2012,11,67.59318399923795
Mekong Basin,2012,12,77.29408376827183
Mekong Basin,2013,1,69.87915639739111
Mekong Basin,2013,2,69.94442182238609
Mekong Basin,2013,3,75.94060492687882
Mekong Basin,2013,4,64.2346338209903
Mekong Basin,2013,5,96.7846972729822
Mekong Basin,2013,6,105.6910823750977
Mekong Basin,2013,7,104.38432013030818
Mekong Basin,2013,8,105.0034351325569
Mekong Basin,2013,9,107.4719255576153
Mekong Basin,2013,10,82.14973208489106
Mekong Basin,2013,11,92.62587514717976
Mekong Basin,2013,12,64.7658538317376
Mekong Basin,2014,1,67.1523143074486
Mekong Basin,2014,2,72.2154212750669
Mekong Basin,2014,3,75.61809437176677
Mekong Basin,2014,4,63.50921489848585
Mekong Basin,2014,5,97.86193814176612
Mekong Basin,2014,6,102.19914189724126
Mekong Basin,2014,7,102.36394275394744
Mekong Basin,2014,8,103.04751058097575
Mekong Basin,2014,9,106.81684048489096
Mekong Basin,2014,10,81.83452693212328
Mekong Basin,2014,11,98.02633790380656
Mekong Basin,2014,12,69.47539309195571
Mekong Basin,2015,1,64.82391736239086
Mekong Basin,2015,2,69.75295823525535
Mekong Basin,2015,3,74.43836254479399
Mekong Basin,2015,4,63.46915838236067
Mekong Basin,2015,5,95.3420397044381
Mekong Basin,2015,6,104.96706779988564
Mekong Basin,2015,7,98.84981197484058
Mekong Basin,2015,8,105.95995979355172
Mekong Basin,2015,9,109.35932131364098
Mekong Basin,2015,10,83.0699432245327
Mekong Basin,2015,11,100.69036269258876
Mekong Basin,2015,12,71.20425469891646
Mekong Basin,2016,1,70.06615496291731
Mekong Basin,2016,2,66.62076116379998
Mekong Basin,2016,3,69.3584009152905
Mekong Basin,2016,4,74.8435372601291
Mekong Basin,2016,5,69.8544523882751
Mekong Basin,2016,6,104.82026843100734
Mekong Basin,2016,7,109.14205323204196
Mekong Basin,2016,8,112.17199968705948
Mekong Basin,2016,9,107.94228726948344
Mekong Basin,2016,10,105.33675365155152
Mekong Basin,2016,11,73.19821881078893
Mekong Basin,2016,12,77.85731786609426
Mekong Basin,2017,1,79.4689689431722
Mekong Basin,2017,2,76.12468334045671
Mekong Basin,2017,3,86.75468166525184
Mekong Basin,2017,4,75.21644567924665
Mekong Basin,2017,5,103.13676351128044
Mekong Basin,2017,6,106.91885509710812
Mekong Basin,2017,7,103.61989876652648
Mekong Basin,2017,8,105.74014332540922
Mekong Basin,2017,9,104.55779240538422
Mekong Basin,2017,10,80.96035316164722
Mekong Basin,2017,11,91.30428102971948
Mekong Basin,2017,12,71.09229188152416
Mekong Basin,2018,1,74.56390384367597
Mekong Basin,2018,2,74.56188730911792
Mekong Basin,2018,3,80.75559105428617
Mekong Basin,2018,4,68.48889380622374
Mekong Basin,2018,5,99.56810204246338
Mekong Basin,2018,6,108.19690889731996
Mekong Basin,2018,7,105.8531863917923
Mekong Basin,2018,8,107.5668192718954
Mekong Basin,2018,9,112.78880219713233
Mekong Basin,2018,10,79.22769363835137
Mekong Basin,2018,11,93.1808063133238
Mekong Basin,2018,12,69.29848315892619
Mekong Basin,2019,1,68.26796751097348
Mekong Basin,2019,2,72.58927109915861
Mekong Basin,2019,3,75.55431591465629
Mekong Basin,2019,4,67.07351682095062
Mekong Basin,2019,5,93.76972427821048
Mekong Basin,2019,6,105.36866376787312
Mekong Basin,2019,7,107.4236518146592
Mekong Basin,2019,8,107.39708543897974
Mekong Basin,2019,9,116.0963934781367
Mekong Basin,2019,10,84.30840024735522
Mekong Basin,2019,11,93.57881808630432
Mekong Basin,2019,12,64.02611594836118
Mekong Basin,2020,1,65.10607959512788
Mekong Basin,2020,2,65.0677411268708
Mekong Basin,2020,3,70.42748750589682
Mekong Basin,2020,4,83.20036241014104
Mekong Basin,2020,5,72.97249060582305
Mekong Basin,2020,6,103.23807961505976
Mekong Basin,2020,7,109.0563334428542
Mekong Basin,2020,8,107.61579563388987
Mekong Basin,2020,9,101.46954389163594
Mekong Basin,2020,10,97.28033564597432
Mekong Basin,2020,11,72.88170811111773
Mekong Basin,2020,12,74.2244621527871
Mekong Basin,2021,1,66.33251625583358
Mekong Basin,2021,2,69.58827055963692
Mekong Basin,2021,3,73.41500090722154
Mekong Basin,2021,4,64.18366128830597
Mekong Basin,2021,5,101.87520583913296
Mekong Basin,2021,6,108.31626622729708
Mekong Basin,2021,7,109.48845035417966
Mekong Basin,2021,8,107.2787919409552
Mekong Basin,2021,9,105.82638671018783
Mekong Basin,2021,10,74.83632950029104
Mekong Basin,2021,11,94.22127461964372
Mekong Basin,2021,12,73.31000621573087
Mekong Basin,2022,1,72.77988419124404
Mekong Basin,2022,2,79.34435079283625
Mekong Basin,2022,3,88.24887400180324
Mekong Basin,2022,4,75.94253387821585
Mekong Basin,2022,5,105.1056965720249
Mekong Basin,2022,6,105.05661259273064
Mekong Basin,2022,7,108.01306756407892
Mekong Basin,2022,8,105.27899882897958
Mekong Basin,2022,9,102.35018498487108
Mekong Basin,2022,10,78.54675650750994
Mekong Basin,2022,11,93.18158747743205
Mekong Basin,2022,12,69.72521029202574
Mekong Basin,2023,1,70.55911824114584
Mekong Basin,2023,2,74.11913768354336
Mekong Basin,2023,3,73.89920500765113
Mekong Basin,2023,4,58.87403517815716
Mekong Basin,2023,5,96.65794610849404
Mekong Basin,2023,6,102.37778593813366
Mekong Basin,2023,7,107.48508501554794
Mekong Basin,2023,8,109.05118465470808
Mekong Basin,2023,9,102.18101791394056
Mekong Basin,2023,10,77.44525228418053
Mekong Basin,2023,11,96.1609182424418
Mekong Basin,2023,12,74.35308326868515
Mekong Basin,2024,1,69.14764016879583
Mekong Basin,2024,2,71.56180300556022
Mekong Basin,2024,3,75.62304194316164
Mekong Basin,2024,4,77.9617702590533
Mekong Basin,2024,5,65.59673361972388
Mekong Basin,2024,6,100.25953771347206
Mekong Basin,2024,7,105.28205728967129
Mekong Basin,2024,8,107.40762214960722
Mekong Basin,2024,9,104.50853591219828
Mekong Basin,2024,10,102.438962563199
Mekong Basin,2024,11,70.42107301017258
Mekong Basin,2024,12,70.99456840926835
Mississippi / Missouri,2002,1,22.794192318335668
Mississippi / Missouri,2002,2,25.12252559894597
Mississippi / Missouri,2002,3,34.18020443729849
Mississippi / Missouri,2002,4,33.01094759589059
Mississippi / Missouri,2002,5,54.9918506671512
Mississippi / Missouri,2002,6,72.0047881315826
Mississippi / Missouri,2002,7,72.96836986286957
Mississippi / Missouri,2002,8,62.463600270639155
Mississippi / Missouri,2002,9,41.22451309938218
Mississippi / Missouri,2002,10,20.9041233792162
Mississippi / Missouri,2002,11,23.17578677328018
Mississippi / Missouri,2002,12,19.54594713203076
Mississippi / Missouri,2003,1,21.90905494094483
Mississippi / Missouri,2003,2,26.129738939199974
Mississippi / Missouri,2003,3,34.92290514678741
Mississippi / Missouri,2003,4,30.770719678484156
Mississippi / Missouri,2003,5,61.4777931391736
Mississippi / Missouri,2003,6,78.72871432982967
Mississippi / Missouri,2003,7,76.26745892990658
Mississippi / Missouri,2003,8,60.801992640910534
Mississippi / Missouri,2003,9,41.33819115105534
Mississippi / Missouri,2003,10,18.925647626762768
Mississippi / Missouri,2003,11,23.360717829839047
Mississippi / Missouri,2003,12,18.691250383150116
Mississippi / Missouri,2004,1,21.00119346587121
Mississippi / Missouri,2004,2,25.35204445613385
Mississippi / Missouri,2004,3,31.987297292202765
Mississippi / Missouri,2004,4,43.000382553385805
Mississippi / Missouri,2004,5,50.105357890616055
Mississippi / Missouri,2004,6,74.92030115364376
Mississippi / Missouri,2004,7,86.25895290689579
Mississippi / Missouri,2004,8,71.70097895201924
Mississippi / Missouri,2004,9,45.46929954713785
Mississippi / Missouri,2004,10,29.07398562675204
Mississippi / Missouri,2004,11,18.323379623237052
Mississippi / Missouri,2004,12,20.251533179386247
Mississippi / Missouri,2005,1,21.21092810136498
Mississippi / Missouri,2005,2,28.32984275511303
Mississippi / Missouri,2005,3,34.607717796974114
Mississippi / Missouri,2005,4,32.66624741871597
Mississippi / Missouri,2005,5,60.90813606659927
Mississippi / Missouri,2005,6,81.94707743793451
Mississippi / Missouri,2005,7,81.01162867920502
Mississippi / Missouri,2005,8,66.3790353173856
Mississippi / Missouri,2005,9,45.10798573981728
Mississippi / Missouri,2005,10,21.58996781041374
Mississippi / Missouri,2005,11,21.604129106042013
Mississippi / Missouri,2005,12,16.818110482452212
Mississippi / Missouri,2006,1,21.538548388423788
Mississippi / Missouri,2006,2,25.34904227221186
Mississippi / Missouri,2006,3,33.01117283146046
Mississippi / Missouri,2006,4,30.623420102359177
Mississippi / Missouri,2006,5,58.4063832832723
Mississippi / Missouri,2006,6,69.06289998546664
Mississippi / Missouri,2006,7,71.38378738592765
Mississippi / Missouri,2006,8,61.862255403517025
Mississippi / Missouri,2006,9,44.66710772206222
Mississippi / Missouri,2006,10,21.223335725796105
Mississippi / Missouri,2006,11,23.361446589655056
Mississippi / Missouri,2006,12,19.55461243398126
Mississippi / Missouri,2007,1,21.743348651502743
Mississippi / Missouri,2007,2,24.713868703327204
Mississippi / Missouri,2007,3,38.63773504983328
Mississippi / Missouri,2007,4,31.92083076213014
Mississippi / Missouri,2007,5,66.34533326530166
Mississippi / Missouri,2007,6,82.07684748091553
Mississippi / Missouri,2007,7,85.22070395609568
Mississippi / Missouri,2007,8,62.49238778754078
Mississippi / Missouri,2007,9,44.41356816118971
Mississippi / Missouri,2007,10,21.613568674278294
Mississippi / Missouri,2007,11,21.8769613026399
Mississippi / Missouri,2007,12,17.549006810096632
Mississippi / Missouri,2008,1,20.623734325276505
Mississippi / Missouri,2008,2,25.89725724016348
Mississippi / Missouri,2008,3,35.10505504835338
Mississippi / Missouri,2008,4,44.51714210005192
Mississippi / Missouri,2008,5,46.709265948817894
Mississippi / Missouri,2008,6,77.76681336521199
Mississippi / Missouri,2008,7,80.35002977231339
Mississippi / Missouri,2008,8,72.91302166265841
Mississippi / Missouri,2008,9,48.18419076517478
Mississippi / Missouri,2008,10,27.697415335070225
Mississippi / Missouri,2008,11,16.81820074890192
Mississippi / Missouri,2008,12,18.17457629734978
Mississippi / Missouri,2009,1,19.873864526107656
Mississippi / Missouri,2009,2,25.731231153858342
Mississippi / Missouri,2009,3,33.64714011041887
Mississippi / Missouri,2009,4,31.601357412573357
Mississippi / Missouri,2009,5,61.68528145246457
Mississippi / Missouri,2009,6,80.67274517418642
Mississippi / Missouri,2009,7,82.81834616463142
Mississippi / Missouri,2009,8,76.42049188682516
Mississippi / Missouri,2009,9,47.10726000998332
Mississippi / Missouri,2009,10,23.459937938968853
Mississippi / Missouri,2009,11,24.410537792162483
Mississippi / Missouri,2009,12,16.33622104077378
Mississippi / Missouri,2010,1,19.223962591212914
Mississippi / Missouri,2010,2,23.81981709624994
Mississippi / Missouri,2010,3,36.04966213608697
Mississippi / Missouri,2010,4,33.36418868772374
Mississippi / Missouri,2010,5,68.48149369610151
Mississippi / Missouri,2010,6,89.39582144644054
Mississippi / Missouri,2010,7,91.60211787133704
Mississippi / Missouri,2010,8,72.62484956556236
Mississippi / Missouri,2010,9,42.9885838646803
Mississippi / Missouri,2010,10,18.613093996821643
Mississippi / Missouri,2010,11,21.26529818319135
Mississippi / Missouri,2010,12,16.382540564558827
Mississippi / Missouri,2011,1,18.732400464887064
Mississippi / Missouri,2011,2,24.282968562813068
Mississippi / Missouri,2011,3,34.20507572291905
Mississippi / Missouri,2011,4,35.68000196968787
Mississippi / Missouri,2011,5,62.5572359982241
Mississippi / Missouri,2011,6,76.49983415138541
Mississippi / Missouri,2011,7,83.04546833727947
Mississippi / Missouri,2011,8,66.8090268150079
Mississippi / Missouri,2011,9,40.31595876420449
Mississippi / Missouri,2011,10,19.326082673769097
Mississippi / Missouri,2011,11,23.002249413980365
Mississippi / Missouri,2011,12,19.80978188040333
Mississippi / Missouri,2012,1,22.836530039327133
Mississippi / Missouri,2012,2,27.598717292702855
Mississippi / Missouri,2012,3,36.33846257687907
Mississippi / Missouri,2012,4,50.71600755532554
Mississippi / Missouri,2012,5,45.83536875756681
Mississippi / Missouri,2012,6,68.49054505682999
Mississippi / Missouri,2012,7,62.9351461183874
Mississippi / Missouri,2012,8,54.53395432773424
Mississippi / Missouri,2012,9,36.940382274532126
Mississippi / Missouri,2012,10,26.164723672029748
Mississippi / Missouri,2012,11,16.33416348024063
Mississippi / Missouri,2012,12,18.7703298325729
Mississippi / Missouri,2013,1,21.69528332137713
Mississippi / Missouri,2013,2,25.860283911445425
Mississippi / Missouri,2013,3,32.01217806264823
Mississippi / Missouri,2013,4,34.62124562973016
Mississippi / Missouri,2013,5,60.11696037158304
Mississippi / Missouri,2013,6,79.29572718970518
Mississippi / Missouri,2013,7,83.40706533249943
Mississippi / Missouri,2013,8,76.55877663539742
Mississippi / Missouri,2013,9,47.70004218575155
Mississippi / Missouri,2013,10,22.33653704354772
Mississippi / Missouri,2013,11,23.333742229806504
Mississippi / Missouri,2013,12,16.954453763077886
Mississippi / Missouri,2014,1,20.472963541250177
Mississippi / Missouri,2014,2,24.024190087453068
Mississippi / Missouri,2014,3,34.8203832215654
Mississippi / Missouri,2014,4,29.915693997456344
Mississippi / Missouri,2014,5,59.72783557598938
Mississippi / Missouri,2014,6,82.40219103428049
Mississippi / Missouri,2014,7,89.83455252894089
Mississippi / Missouri,2014,8,76.7724722643354
Mississippi / Missouri,2014,9,50.08339622975825
Mississippi / Missouri,2014,10,21.527908515605205
Mississippi / Missouri,2014,11,21.343040001867493
Mississippi / Missouri,2014,12,18.208948688184183
Mississippi / Missouri,2015,1,21.50698427639674
Mississippi / Missouri,2015,2,26.153687155213355
Mississippi / Missouri,2015,3,33.64234188114777
