basin,year,month,ET_anomaly_mm
Amazon Basin,2013,4,-6.923425163366346
Amazon Basin,2013,5,3.0302868344852953
Amazon Basin,2013,6,-5.0686373988918945
Amazon Basin,2013,7,-0.27413558716698105
Amazon Basin,2013,8,-3.17350952053728
Amazon Basin,2013,9,4.011951175988486
Amazon Basin,2013,10,-9.089153857118717
Amazon Basin,2013,11,3.138945599765904
Amazon Basin,2013,12,-4.464477831358394
Amazon Basin,2014,1,-3.09641161528981
Amazon Basin,2014,2,-7.327556615570032
Amazon Basin,2014,3,-5.12687571499994
Amazon Basin,2014,4,-8.913803523991731
Amazon Basin,2014,5,2.2211594812037845
Amazon Basin,2014,6,1.1410181971600792
Amazon Basin,2014,7,2.907028587772132
Amazon Basin,2014,8,4.737515553814617
Amazon Basin,2014,9,2.6728664780348623
Amazon Basin,2014,10,-7.921798540212109
Amazon Basin,2014,11,6.621420158564547
Amazon Basin,2014,12,-1.6648271766926825
Amazon Basin,2015,1,-2.7376608056991074
Amazon Basin,2015,2,-5.988738712138712
Amazon Basin,2015,3,-2.953049149369818
Amazon Basin,2015,4,-12.907294410080468
Amazon Basin,2015,5,5.875516383791307
Amazon Basin,2015,6,2.6742436911178515
Amazon Basin,2015,7,3.645378927182776
Amazon Basin,2015,8,6.065505135335073
Amazon Basin,2015,9,8.628805779313765
Amazon Basin,2015,10,-4.540449991769265
Amazon Basin,2015,11,12.822549366592682
Amazon Basin,2015,12,5.898095623138332
Amazon Basin,2016,1,2.758220174295232
Amazon Basin,2016,2,4.950883362606149
Amazon Basin,2016,3,2.2630358106245723
Amazon Basin,2016,4,24.085224149667013
Amazon Basin,2016,5,-21.364144420904083
Amazon Basin,2016,6,-0.6843258855269738
Amazon Basin,2016,7,-0.9061539185463516
Amazon Basin,2016,8,-0.5898171844271616
Amazon Basin,2016,9,0.7946772921105065
Amazon Basin,2016,10,25.087267961909575
Amazon Basin,2016,11,-22.869871025260778
Amazon Basin,2016,12,0.18613124992307917
Amazon Basin,2017,1,-4.734990366367896
Amazon Basin,2017,2,-3.559244928503716
Amazon Basin,2017,3,-2.391430481151815
Amazon Basin,2017,4,-10.378818676162169
Amazon Basin,2017,5,7.2822506354387855
Amazon Basin,2017,6,4.170515038335012
Amazon Basin,2017,7,6.44155945325366
Amazon Basin,2017,8,-0.8485733562320661
Amazon Basin,2017,9,-4.32331333555824
Amazon Basin,2017,10,-7.038378288351254
Amazon Basin,2017,11,7.584934849625768
Amazon Basin,2017,12,0.9923447142113133
Amazon Basin,2018,1,1.661411633371273
Amazon Basin,2018,2,1.9086805711688726
Amazon Basin,2018,3,-0.361993462377626
Amazon Basin,2018,4,-7.194276079187915
Amazon Basin,2018,5,9.481805094092508
Amazon Basin,2018,6,3.2461144373861828
Amazon Basin,2018,7,1.63607122002513
Amazon Basin,2018,8,2.4600605394852835
Amazon Basin,2018,9,4.6868889986623685
Amazon Basin,2018,10,-5.436117597150329
Amazon Basin,2018,11,6.3670576684477425
Amazon Basin,2018,12,5.493559530942207
Amazon Basin,2019,1,-0.185632460870508
Amazon Basin,2019,2,0.9751482244127487
Amazon Basin,2019,3,-0.0660849477260399
Amazon Basin,2019,4,-6.563092045141076
Amazon Basin,2019,5,9.626073694231692
Amazon Basin,2019,6,2.6040929315074237
Amazon Basin,2019,7,-1.1301522004354325
Amazon Basin,2019,8,-0.7220174619252475
Amazon Basin,2019,9,-3.2305170720537575
Amazon Basin,2019,10,-8.318064337244707
Amazon Basin,2019,11,6.139532043383923
Amazon Basin,2019,12,-3.779371281692832
Amazon Basin,2020,1,3.996808083588107
Amazon Basin,2020,2,5.462333035011369
Amazon Basin,2020,3,0.12045557542705865
Amazon Basin,2020,4,18.980707271105885
Amazon Basin,2020,5,-20.507399551543116
Amazon Basin,2020,6,-1.8523268095785994
Amazon Basin,2020,7,0.1317232447903791
Amazon Basin,2020,8,3.804123206529681
Amazon Basin,2020,9,-5.212691545118517
Amazon Basin,2020,10,21.213401562984615
Amazon Basin,2020,11,-26.27344132776379
Amazon Basin,2020,12,-2.5528305250897034
Amazon Basin,2021,1,-2.594850783659595
Amazon Basin,2021,2,-3.928848815248088
Amazon Basin,2021,3,-3.066639866999239
Amazon Basin,2021,4,-10.239428373572906
Amazon Basin,2021,5,9.553976476483811
Amazon Basin,2021,6,-6.793794741652178
Amazon Basin,2021,7,-2.58704389333019
Amazon Basin,2021,8,-5.052252912563162
Amazon Basin,2021,9,2.1487146087605566
Amazon Basin,2021,10,-9.090708720854124
Amazon Basin,2021,11,4.025582359717859
Amazon Basin,2021,12,-3.397634115128483
Amazon Basin,2022,1,0.36792526884507026
Amazon Basin,2022,2,-2.020674056645248
Amazon Basin,2022,3,0.5952952990465405
Amazon Basin,2022,4,-6.567872097458064
Amazon Basin,2022,5,8.25989927271661
Amazon Basin,2022,6,-3.0039773082398114
Amazon Basin,2022,7,-2.772669062716261
Amazon Basin,2022,8,-4.073486173624602
Amazon Basin,2022,9,-2.4157704713699246
Amazon Basin,2022,10,-10.338556511997695
Amazon Basin,2022,11,10.111906504667743
Amazon Basin,2022,12,-0.5415887469299321
Amazon Basin,2023,1,-1.4699722920169762
Amazon Basin,2023,2,2.464548763953502
Amazon Basin,2023,3,0.06407780367835869
Amazon Basin,2023,4,-6.031410626502435
Amazon Basin,2023,5,10.389890196942687
Amazon Basin,2023,6,2.4528556924759215
Amazon Basin,2023,7,2.889775121092896
Amazon Basin,2023,8,4.880285698047231
Amazon Basin,2023,9,4.874555615701155
Amazon Basin,2023,10,-9.845836646353831
Amazon Basin,2023,11,10.64218089329978
Amazon Basin,2023,12,0.17451880661249675
Amazon Basin,2024,1,5.929108361876871
Amazon Basin,2024,2,4.399968498750553
Amazon Basin,2024,3,1.7688272992046166
Amazon Basin,2024,4,26.298636610134167
Amazon Basin,2024,5,-16.746920364718036
Amazon Basin,2024,6,3.2732159421041302
Amazon Basin,2024,7,0.8765375417016514
Amazon Basin,2024,8,-4.411290993354768
Amazon Basin,2024,9,-16.62065952719456
Amazon Basin,2024,10,19.666281195695205
Amazon Basin,2024,11,-20.59063688339765
Amazon Basin,2024,12,4.950502964491307
California,2002,1,-1.287090397333941
California,2002,2,-1.7070739460879238
California,2002,3,-1.6729483481806682
California,2002,4,-3.39011090565657
California,2002,5,-1.1991577062292507
California,2002,6,-0.5871819815608177
California,2002,7,-0.30194745575339255
California,2002,8,-3.647282419832429
California,2002,9,-1.911768655155928
California,2002,10,-1.730466589581031
California,2002,11,0.4731595344906019
California,2002,12,0.3912223984631247
California,2003,1,1.0087466508269394
California,2003,2,0.9537048250537481
California,2003,3,1.3947866447676276
California,2003,4,-1.3162092709854178
California,2003,5,5.405433232245336
California,2003,6,3.415033448548911
California,2003,7,-0.41908928239033827
California,2003,8,3.955983879273262
California,2003,9,0.06124536931873337
California,2003,10,-3.1860152934173787
California,2003,11,3.0013060588207026
California,2003,12,0.20471181852511577
California,2004,1,0.3984767968726075
California,2004,2,1.7622933909988419
California,2004,3,1.277489653153097
California,2004,4,4.212429929387447
California,2004,5,-9.748798059431444
California,2004,6,1.6482060024181138
California,2004,7,3.4514328712081728
California,2004,8,0.37612452280018616
California,2004,9,0.4678099967316527
California,2004,10,7.783047000400792
California,2004,11,0.20822671892117484
California,2004,12,1.9064229610717582
California,2005,1,3.7340303846107012
California,2005,2,9.038260821196868
California,2005,3,5.948040718560733
California,2005,4,1.4995996659958237
California,2005,5,11.762694538496604
California,2005,6,7.682165491643232
California,2005,7,3.7528195616753486
California,2005,8,2.2071883812902087
California,2005,9,3.4976810175484268
California,2005,10,1.6450836130224467
California,2005,11,1.261664099676171
California,2005,12,-0.20877160887479462
California,2006,1,-0.7054258124866379
California,2006,2,-2.452775695198774
California,2006,3,2.1925527445632085
California,2006,4,3.107986606217132
California,2006,5,8.854503919966469
California,2006,6,3.4563883905971196
California,2006,7,0.3285663235439493
California,2006,8,2.8577457920211735
California,2006,9,1.6611124455017219
California,2006,10,-0.35532217610180616
California,2006,11,0.47338352070297063
California,2006,12,-1.6525280642250895
California,2007,1,-3.0762921407249166
California,2007,2,-2.0065036393742126
California,2007,3,-3.5155468446237883
California,2007,4,-5.456644879649957
California,2007,5,-1.6876228561216777
California,2007,6,-3.063717055094699
California,2007,7,0.12437547516016778
California,2007,8,1.237867491801456
California,2007,9,2.822072168591788
California,2007,10,-0.5267943154579307
California,2007,11,-0.8837009616001854
California,2007,12,-0.365647258157221
California,2008,1,-0.1197290680010461
California,2008,2,1.2444356695657923
California,2008,3,-2.4277280565790633
California,2008,4,2.250818745464265
California,2008,5,-11.800856231696457
California,2008,6,-4.377965719457741
California,2008,7,0.8615811134216145
California,2008,8,-1.8212039312083732
California,2008,9,-1.951486378130486
California,2008,10,2.0964270837676544
California,2008,11,-2.918951582590605
California,2008,12,0.3482195398684844
California,2009,1,-1.49399761202654
California,2009,2,1.1763555998639745
California,2009,3,-1.5228228772118015
California,2009,4,-5.7116501217824975
California,2009,5,-0.22725792845876214
California,2009,6,2.737333399857576
California,2009,7,-1.9796898896720059
California,2009,8,-1.2698328776260404
California,2009,9,-2.8711877366726384
California,2009,10,1.1080688394649414
California,2009,11,-0.19657101651107212
California,2009,12,0.21258146204847606
California,2010,1,0.9140781172526182
California,2010,2,3.532581142012077
California,2010,3,-0.5295625496400547
California,2010,4,-1.2694722824331706
California,2010,5,3.184634463865521
California,2010,6,6.975005774857948
California,2010,7,8.072819273760107
California,2010,8,4.304813561141952
California,2010,9,3.2032838831316894
California,2010,10,1.5391704344853103
California,2010,11,2.23778490981093
California,2010,12,1.4604964909378602
California,2011,1,1.597217077786656
California,2011,2,-0.3846903518782838
California,2011,3,3.3129037994804236
California,2011,4,-0.2578978863041783
California,2011,5,4.278060745861531
California,2011,6,7.492261896860903
California,2011,7,13.815991443730855
California,2011,8,6.14773140089811
California,2011,9,2.5411757417265513
California,2011,10,1.042985219814085
California,2011,11,2.0308446514711704
California,2011,12,-2.7481940984639355
California,2012,1,-4.2277166940533135
California,2012,2,-3.3652596526530303
California,2012,3,-4.389986692083003
California,2012,4,7.022320489963398
California,2012,5,-9.59469342492645
California,2012,6,0.36916591856181213
California,2012,7,3.8758371254814996
California,2012,8,-2.7436626969193654
California,2012,9,-1.4379474822868517
California,2012,10,5.519642520172646
California,2012,11,-2.2121348608935296
California,2012,12,1.6760296603133469
California,2013,1,-0.6294945705205457
California,2013,2,-1.8105930793766483
California,2013,3,-2.5843512103595287
California,2013,4,-5.84142348122149
California,2013,5,-1.3733597806618363
California,2013,6,-3.0247598524980503
California,2013,7,0.9453002911064097
California,2013,8,4.516274513768813
California,2013,9,1.4791443270586342
California,2013,10,-1.6846943438264415
California,2013,11,0.4382091170657034
California,2013,12,-3.3996576205084352
California,2014,1,-6.756183625644061
California,2014,2,-2.895952963697205
California,2014,3,-5.616917783187944
California,2014,4,-5.772171929762312
California,2014,5,-3.016631166667274
California,2014,6,-5.686926085829754
California,2014,7,-3.987429992514052
California,2014,8,2.602046948517085
California,2014,9,-0.48527514493833124
California,2014,10,-1.7407417881008342
California,2014,11,1.2109542123933572
California,2014,12,2.273117294980157
California,2015,1,1.7057526554287854
California,2015,2,0.9194499840494821
California,2015,3,-3.199425144587252
California,2015,4,-6.124743177350922
California,2015,5,0.8677137207790295
California,2015,6,-6.434001538037329
California,2015,7,4.382762450818479
California,2015,8,-0.02269905758441837
California,2015,9,-1.5382505557858615
California,2015,10,-1.3895630571946924
California,2015,11,0.9059725474005411
California,2015,12,-0.9492343209873937
California,2016,1,1.5984815405528607
California,2016,2,-0.4359486951838143
California,2016,3,2.532652981314939
California,2016,4,10.17907592616001
California,2016,5,-4.991638752560945
California,2016,6,-3.3474794909566583
California,2016,7,-0.8845110933354938
California,2016,8,-2.6272367060162196
California,2016,9,-0.9808452637491598
California,2016,10,5.343545274070486
California,2016,11,-2.6920893049109793
California,2016,12,1.469923920653141
California,2017,1,1.415707044328169
California,2017,2,3.0988006767446734
California,2017,3,4.420445637854222
California,2017,4,-0.4078421642912531
California,2017,5,5.975166349128813
California,2017,6,0.0030253615572490844
California,2017,7,-5.681423728606543
California,2017,8,-3.645513969066016
California,2017,9,3.441875999445408
California,2017,10,-3.4934272196396456
California,2017,11,1.8900200767273354
California,2017,12,-4.733593024771267
California,2018,1,-1.5096656318185708
California,2018,2,-4.440889578421142
California,2018,3,-1.9740748719411485
California,2018,4,-4.682278021860082
California,2018,5,6.355757685807696
California,2018,6,0.20418204699035414
California,2018,7,-6.423115541730549
California,2018,8,-2.9050123463161484
California,2018,9,-1.1562827390523793
California,2018,10,-2.2685727817677943
California,2018,11,-1.8338707663088876
California,2018,12,0.6749032534808279
California,2019,1,1.9131040072784735
California,2019,2,1.6341409547951748
California,2019,3,4.007063242272864
California,2019,4,2.5262498960218522
California,2019,5,11.299521704649884
California,2019,6,6.085885431811882
California,2019,7,4.651969771275173
California,2019,8,-0.13841359785774898
California,2019,9,3.008386895540962
California,2019,10,-3.5847147375445285
California,2019,11,0.02135621199643012
California,2019,12,3.090748297804101
California,2020,1,1.4562754294393514
California,2020,2,-2.474959886307577
California,2020,3,2.6250169569339477
California,2020,4,12.214916748950486
California,2020,5,-8.160074385033553
California,2020,6,1.2776958350794914
California,2020,7,-0.4341576691646658
California,2020,8,-3.537656817220004
California,2020,9,-7.1219596363175235
California,2020,10,-0.4033416502943954
California,2020,11,-4.99920833091047
California,2020,12,-2.3078932988359817
California,2021,1,-1.0653905627751392
California,2021,2,-3.7937589413955735
California,2021,3,-4.7422853117485
California,2021,4,-8.642220891148146
California,2021,5,-5.299673932251515
California,2021,6,-10.920479034258673
California,2021,7,-8.876034321779407
California,2021,8,-4.756173254774872
California,2021,9,-4.084888594042198
California,2021,10,0.36146310326192577
California,2021,11,2.728276410567414
California,2021,12,0.7946762656602324
California,2022,1,0.5288696703180129
California,2022,2,-2.6548651420548843
California,2022,3,-3.7314806259946387
California,2022,4,-7.407936778036422
California,2022,5,-5.404660959328872
California,2022,6,-6.090007128267374
California,2022,7,-4.137763587191124
California,2022,8,-4.826117268759205
California,2022,9,-0.2598170844448866
California,2022,10,-4.817034692497378
California,2022,11,1.8421039297035335
California,2022,12,1.6516050649545981
California,2023,1,1.9106003195937866
California,2023,2,1.0588026837517752
California,2023,3,3.494930839311607
California,2023,4,0.2776348931008741
California,2023,5,11.604334960450217
California,2023,6,5.303074603663845
California,2023,7,0.03515659627828782
California,2023,8,6.107517242548454
California,2023,9,5.5598289517892745
California,2023,10,-1.7048408417333967
California,2023,11,1.011107604675086
California,2023,12,0.26773440285909444
California,2024,1,2.6896464210957873
California,2024,2,4.004445823596729
California,2024,3,4.7012470979248135
California,2024,4,12.989568889221111
California,2024,5,-7.0833961378830494
California,2024,6,-3.1169057164873593
California,2024,7,-11.173449735322531
California,2024,8,-2.3724887908797747
California,2024,9,-3.9439075258085374
California,2024,10,0.44609639869692685
California,2024,11,-3.997842780697418
California,2024,12,-0.056873536796199886
Colorado,2002,1,-1.8765025330326175
Colorado,2002,2,-7.1284151179732795
Colorado,2002,3,-6.00915276656421
Colorado,2002,4,-5.726413504452907
Colorado,2002,5,-6.3625135616222295
Colorado,2002,6,-5.780828311960054
Colorado,2002,7,-5.9746641849668265
Colorado,2002,8,-7.029832371057324
Colorado,2002,9,0.13669781733892528
Colorado,2002,10,-1.7253219179400148
Colorado,2002,11,1.4341697977166135
Colorado,2002,12,1.097074775414164
Colorado,2003,1,-2.0305406186311927
Colorado,2003,2,2.496073859753043
Colorado,2003,3,0.09146172697702681
Colorado,2003,4,-2.4520032705512556
Colorado,2003,5,-0.7747476428148801
Colorado,2003,6,-0.876365040679131
Colorado,2003,7,-4.691041591965206
Colorado,2003,8,-1.4297119390858093
Colorado,2003,9,-2.388804269019831
Colorado,2003,10,-4.776350715916398
Colorado,2003,11,3.3857988746851504
Colorado,2003,12,-0.687123265830202
Colorado,2004,1,0.9775238100003101
Colorado,2004,2,1.5712115182526176
Colorado,2004,3,-4.1501148970423145
Colorado,2004,4,1.7670914194599785
Colorado,2004,5,-5.394960559873937
Colorado,2004,6,-1.4813639384141943
Colorado,2004,7,-3.0726116716458307
Colorado,2004,8,-2.186383642971837
Colorado,2004,9,-1.9699391585758654
Colorado,2004,10,5.956285278428616
Colorado,2004,11,2.410952196735902
Colorado,2004,12,2.2976238719752047
Colorado,2005,1,2.7606098831275467
Colorado,2005,2,8.896121860849572
Colorado,2005,3,5.243846078598175
Colorado,2005,4,1.6672516272123605
Colorado,2005,5,4.568907156456799
Colorado,2005,6,2.789127129246795
Colorado,2005,7,-2.0514595973195036
Colorado,2005,8,1.076360957155451
Colorado,2005,9,-2.0576489325527803
Colorado,2005,10,-0.06909478520670298
Colorado,2005,11,-1.8370468866924785
Colorado,2005,12,-3.1848345676568766
Colorado,2006,1,-3.3488949910168238
Colorado,2006,2,-7.137902737948327
Colorado,2006,3,3.039113061932376
Colorado,2006,4,-4.679299056250645
Colorado,2006,5,-3.706196213525441
Colorado,2006,6,-2.6489974816000874
Colorado,2006,7,-1.5686751320989885
Colorado,2006,8,-0.11063516028285747
Colorado,2006,9,1.205733132943962
Colorado,2006,10,2.444304728886692
Colorado,2006,11,0.3603536764980859
Colorado,2006,12,0.4076364629656055
Colorado,2007,1,0.8641342748043996
Colorado,2007,2,-0.6817047708808062
Colorado,2007,3,-3.981712129143798
Colorado,2007,4,-1.3261983945712412
Colorado,2007,5,-0.3113111475943082
Colorado,2007,6,-2.452810053559242
Colorado,2007,7,-1.7137261754584365
Colorado,2007,8,-1.7955504769657296
Colorado,2007,9,-1.8370873664819456
Colorado,2007,10,-3.311045800707385
Colorado,2007,11,-4.137341036021692
Colorado,2007,12,-0.13406871013443578
Colorado,2008,1,0.5360269221743685
Colorado,2008,2,0.5313662828767747
Colorado,2008,3,-1.1562741821405567
Colorado,2008,4,0.6253822328399075
Colorado,2008,5,-2.5605865913792734
Colorado,2008,6,-1.3433383992982524
Colorado,2008,7,0.5167958135264712
Colorado,2008,8,-0.01444914893967919
Colorado,2008,9,-2.128010763346939
Colorado,2008,10,-0.8936896983987985
Colorado,2008,11,-4.080877821123284
Colorado,2008,12,1.15444094505472
Colorado,2009,1,-0.07856086765163184
Colorado,2009,2,-1.9769717357512846
Colorado,2009,3,-1.8151147072186085
Colorado,2009,4,-0.822049328393069
Colorado,2009,5,1.258171386123621
Colorado,2009,6,4.1586715372558185
Colorado,2009,7,-1.748761984903492
Colorado,2009,8,-5.183676858319421
Colorado,2009,9,-2.5084751911360463
Colorado,2009,10,-0.4378542831713137
Colorado,2009,11,-2.3116410318499803
Colorado,2009,12,-0.25979269026588625
Colorado,2010,1,1.5719476700394317
Colorado,2010,2,5.115815712786812
Colorado,2010,3,3.471934552949172
Colorado,2010,4,0.19997344277790674
Colorado,2010,5,2.484789206740107
Colorado,2010,6,2.1044569138956692
Colorado,2010,7,1.8819709030992229
Colorado,2010,8,1.4386196600775314
Colorado,2010,9,-1.8536458570393446
Colorado,2010,10,0.9369800758831346
Colorado,2010,11,1.440036977790868
Colorado,2010,12,-0.456611213822427
Colorado,2011,1,-1.035662121742316
Colorado,2011,2,-1.8198839514488725
Colorado,2011,3,-1.00526982722074
Colorado,2011,4,2.3666467817935395
Colorado,2011,5,4.179059588998687
Colorado,2011,6,-0.8873629986792366
Colorado,2011,7,2.035448566899287
Colorado,2011,8,-1.3863114229257683
Colorado,2011,9,1.389349635011822
Colorado,2011,10,-2.4254951067806765
Colorado,2011,11,3.702053054463345
Colorado,2011,12,1.4986859951326785
Colorado,2012,1,-3.887404999514544
Colorado,2012,2,0.12836247927642574
Colorado,2012,3,-4.998982732938998
Colorado,2012,4,-1.0196300854095846
Colorado,2012,5,-6.868886677319468
Colorado,2012,6,-4.450574466155043
Colorado,2012,7,-0.4783421636958316
Colorado,2012,8,-2.3320406233728086
Colorado,2012,9,-2.339524783616227
Colorado,2012,10,-0.7195048818346148
Colorado,2012,11,-4.719117448936432
Colorado,2012,12,0.05463894246007328
Colorado,2013,1,-0.29245917664503907
Colorado,2013,2,-1.1041250394935105
Colorado,2013,3,-3.8655009081893468
Colorado,2013,4,-0.9358861750413396
Colorado,2013,5,-1.305673607003781
Colorado,2013,6,-3.195275938374161
Colorado,2013,7,0.22875880800215498
Colorado,2013,8,2.440028710442032
Colorado,2013,9,4.861122940059964
Colorado,2013,10,0.580341710716965
Colorado,2013,11,4.63815215070402
Colorado,2013,12,0.6656648679933426
Colorado,2014,1,-3.817818633532145
Colorado,2014,2,-1.3629737134429618
Colorado,2014,3,-2.9934689059771245
Colorado,2014,4,-1.6249785701502297
Colorado,2014,5,-0.6625263806628681
Colorado,2014,6,-2.5385575891847427
Colorado,2014,7,1.1027821352563656
Colorado,2014,8,2.800397614557294
Colorado,2014,9,3.351810221063115
Colorado,2014,10,-0.7698030064125856
Colorado,2014,11,1.329973295083402
Colorado,2014,12,2.803802600974695
Colorado,2015,1,3.0212592236859237
Colorado,2015,2,-0.48150054500046124
Colorado,2015,3,-5.610618890460255
Colorado,2015,4,-1.2110854874659296
Colorado,2015,5,7.8366535360294876
Colorado,2015,6,4.288162805070746
Colorado,2015,7,5.39294127357952
Colorado,2015,8,1.46485484621574
Colorado,2015,9,1.2041554965331098
Colorado,2015,10,2.445789279778875
Colorado,2015,11,2.9614852191841727
Colorado,2015,12,0.5338824938596325
Colorado,2016,1,1.260364908924256
Colorado,2016,2,-4.255040460597542
Colorado,2016,3,-1.6619023175118848
Colorado,2016,4,8.756450271471001
Colorado,2016,5,-0.6926886478645553
Colorado,2016,6,2.0235757005051465
Colorado,2016,7,0.5547687982728604
Colorado,2016,8,1.7684464825692423
Colorado,2016,9,1.7015447360171727
Colorado,2016,10,2.839642074034604
Colorado,2016,11,-3.406771290881853
Colorado,2016,12,2.4549984751496012
Colorado,2017,1,2.3102420777383905
Colorado,2017,2,4.10571812520465
Colorado,2017,3,0.2861438001379035
Colorado,2017,4,-0.8240256048690213
Colorado,2017,5,3.467926320827125
Colorado,2017,6,0.5385197835152997
Colorado,2017,7,3.297822258612893
Colorado,2017,8,1.2718827262511354
Colorado,2017,9,1.3490941713303464
Colorado,2017,10,-3.700771614466019
Colorado,2017,11,-1.620136784949132
Colorado,2017,12,-6.111981477285138
Colorado,2018,1,-4.596069069488607
Colorado,2018,2,-2.542635686558686
Colorado,2018,3,-2.024783608601332
Colorado,2018,4,-5.15071717007716
Colorado,2018,5,-1.9125767248663745
Colorado,2018,6,-2.1025508579572154
Colorado,2018,7,-1.5193880578982224
Colorado,2018,8,-1.841727515934167
Colorado,2018,9,-0.19338514946849372
Colorado,2018,10,4.982072244654738
Colorado,2018,11,0.6527513300533343
Colorado,2018,12,0.22280643470026007
Colorado,2019,1,2.1247472444794013
Colorado,2019,2,3.7640265758306413
Colorado,2019,3,5.278259090545472
Colorado,2019,4,3.0672782121341395
Colorado,2019,5,9.615969261722903
Colorado,2019,6,4.345991612758228
Colorado,2019,7,3.721368344694426
Colorado,2019,8,1.2089764543752182
Colorado,2019,9,2.0887961629510627
Colorado,2019,10,-1.9329373928310538
Colorado,2019,11,1.1364293995666586
Colorado,2019,12,2.766887410323598
Colorado,2020,1,1.5876197766774993
Colorado,2020,2,0.37352789817348153
Colorado,2020,3,8.978617769701863
Colorado,2020,4,5.194679766279892
Colorado,2020,5,-3.1729510244780084
Colorado,2020,6,1.6120773016741854
Colorado,2020,7,-1.8960154016726385
Colorado,2020,8,-5.575440033160156
Colorado,2020,9,-4.973423294835358
Colorado,2020,10,-1.767492243488416
Colorado,2020,11,-3.1500711445712
Colorado,2020,12,-2.6373502902628445
Colorado,2021,1,-0.1595415314149058
Colorado,2021,2,-3.0065263981470522
Colorado,2021,3,-0.8978674308861123
Colorado,2021,4,-2.6443186062437807
Colorado,2021,5,-2.679494188369203
Colorado,2021,6,-1.6900822315248263
Colorado,2021,7,3.7627163753149695
Colorado,2021,8,4.560125247500125
Colorado,2021,9,2.1788607059259455
Colorado,2021,10,2.181061881851564
Colorado,2021,11,-0.9100262842577767
Colorado,2021,12,0.08711015305867775
Colorado,2022,1,-0.6949687365815116
Colorado,2022,2,-3.000122361768323
Colorado,2022,3,-1.5143309932623445
Colorado,2022,4,-2.9310995655508076
Colorado,2022,5,-1.3462562838874135
Colorado,2022,6,0.2538373446439781
Colorado,2022,7,3.880508554073444
Colorado,2022,8,8.273903647724296
Colorado,2022,9,5.8990056342573425
Colorado,2022,10,1.0106414626955864
Colorado,2022,11,4.78777798175344
Colorado,2022,12,1.9435190708920125
Colorado,2023,1,2.097219045544456
Colorado,2023,2,4.828911517844393
Colorado,2023,3,8.213243497518306
Colorado,2023,4,1.4199252491171546
Colorado,2023,5,6.4693867487150065
Colorado,2023,6,5.863758388329037
Colorado,2023,7,-0.21076561500548507
Colorado,2023,8,2.3491663041112076
Colorado,2023,9,0.4800175981555128
Colorado,2023,10,-1.9497817854914459
Colorado,2023,11,1.8543763996043978
Colorado,2023,12,-0.9603795979174841
Colorado,2024,1,2.706728442055379
Colorado,2024,2,2.6866666881627026
Colorado,2024,3,7.082474718797368
Colorado,2024,4,6.283025815941114
Colorado,2024,5,-2.1294939543519558
Colorado,2024,6,1.4699287904913003
Colorado,2024,7,-1.450430254701132
Colorado,2024,8,0.23299654203629316
Colorado,2024,9,-3.596243485515439
Colorado,2024,10,1.1020244957146552
Colorado,2024,11,-3.92128062455558
Colorado,2024,12,-3.556630686778975
Congo,2002,1,-7.977958719132317
Congo,2002,2,-7.703388659218376
Congo,2002,3,-0.5207496287102771
Congo,2002,4,-9.979259100623423
Congo,2002,5,-1.3581799830109418
Congo,2002,6,-7.9764585305076565
Congo,2002,7,-6.338627780027679
Congo,2002,8,-1.6688745991727103
Congo,2002,9,-1.8106086621703383
Congo,2002,10,-11.924586531222772
Congo,2002,11,4.809405874306776
Congo,2002,12,-3.661983361398299
Congo,2003,1,-1.8858734069457057
Congo,2003,2,-0.1637741429715618
Congo,2003,3,-3.4593726001668017
Congo,2003,4,-7.221136867240446
Congo,2003,5,3.082396850695929
Congo,2003,6,-3.6861756420722855
Congo,2003,7,-1.0220311140412122
Congo,2003,8,-5.0744502161089
Congo,2003,9,-5.826983712123621
Congo,2003,10,-8.825658609409814
Congo,2003,11,1.1305804797259071
Congo,2003,12,-4.005322145994256
Congo,2004,1,-5.397706619005376
Congo,2004,2,-5.094333402092957
Congo,2004,3,-9.124311522163765
Congo,2004,4,20.720787573571698
Congo,2004,5,-26.499315778400018
Congo,2004,6,-6.980182141812762
Congo,2004,7,-7.244657632753629
Congo,2004,8,-3.8890831793975593
Congo,2004,9,-3.307368631711185
Congo,2004,10,17.849282891237763
Congo,2004,11,-20.05075443677545
Congo,2004,12,-3.9218050506387243
Congo,2005,1,-5.270809157932916
Congo,2005,2,-1.1944748037241482
Congo,2005,3,-0.23366213419151904
Congo,2005,4,-10.074913048730508
Congo,2005,5,3.05100467235647
Congo,2005,6,-7.5864556087435915
Congo,2005,7,-4.385463172647675
Congo,2005,8,0.464543512916876
Congo,2005,9,-5.170440071016671
Congo,2005,10,-8.884290175560238
Congo,2005,11,0.7264712655257171
Congo,2005,12,-7.517562685133882
Congo,2006,1,-0.3582643903441891
Congo,2006,2,-1.2936077755030766
Congo,2006,3,-1.590489872795061
Congo,2006,4,-9.032907990600819
Congo,2006,5,3.13068397058602
Congo,2006,6,-0.7578811039677618
Congo,2006,7,-5.221680885922197
Congo,2006,8,-2.4683677083546343
Congo,2006,9,-0.5290909719544175
Congo,2006,10,-9.313025585124194
Congo,2006,11,4.503992412905831
Congo,2006,12,-4.7042947311385035
Congo,2007,1,-6.0206704985743755
Congo,2007,2,-7.373942743545001
Congo,2007,3,-1.0801387688516826
Congo,2007,4,-11.128916996086588
Congo,2007,5,3.4344773730284146
