year,month,forest,savannas,shrublands_grasslands,croplands,other,total_burned_area
2007,10,601.0450000000001,266434.343,3210177.53,363095.14900000003,128280.023,3968588.09
2007,11,6611.487,2299015.8559999997,7863719.976,965813.77,26338.62,11161499.708999999
2007,12,278519.62799999997,14609669.306,5653551.346,794086.833,1974.86,21337801.973
2008,1,1104182.749,9788585.762,3591625.989,643482.306,4722.493,15132599.299
2008,2,991272.2890000001,3235206.729,2831927.477,337400.496,1953.395,7397760.386
2008,3,81806.423,1212542.445,1713985.107,234879.529,9831.367,3253044.8710000003
2008,4,1438.213,200984.916,416158.768,80046.217,31146.973,729775.087
2008,5,1008.8969999999999,194287.566,533770.257,15498.358,10582.673,755147.7509999999
2008,6,62937.922000000006,353263.781,418090.7,10475.345,4636.628000000001,849404.376
2008,7,173336.87900000002,358694.646,300264.554,16786.309,3971.186,853053.574
2008,8,27175.788,312543.029,259844.324,4658.094,2060.723,606281.958
2008,9,7985.304,163419.64500000002,148887.256,40334.365999999995,1695.805,362322.376
2008,10,2790.5640000000003,158997.68,2353217.172,313594.857,5860.184000000001,2834460.4569999995
2008,11,19169.019,3561165.924,6452725.586,810508.217,19276.35,10862845.095999999
2008,12,444558.112,15264893.442,5245957.457,918588.859,3885.324,21877883.194000002
2009,1,944948.9469999999,7273880.876,3898716.696,516898.085,4078.5160000000005,12638523.120000001
2009,2,492491.393,2145384.645,2453097.85,257246.95500000002,12965.386,5361186.229
2009,3,80475.539,1471077.354,1396118.551,214766.001,5452.33,3167889.7750000004
2009,4,4035.5829999999996,243744.924,315591.187,83223.167,5624.057000000001,652218.9180000001
2009,5,1888.9959999999999,158353.702,395293.94800000003,121453.879,11720.363000000001,688710.888
2009,6,41128.602,431592.72599999997,421310.57800000004,19426.609,14854.38,928312.895
2009,7,132701.992,700967.898,697619.225,49629.086,3584.8,1584503.001
2009,8,16335.526999999998,272165.73199999996,175783.98799999998,9724.037,1567.009,475576.293
2009,9,2683.235,112309.422,165759.426,30266.874,343.455,311362.412
2009,10,2554.44,301595.436,2571460.645,414226.841,11033.456999999999,3300870.819
2009,11,36728.1,6146557.916999999,7498864.626999999,1221665.442,10453.879,14914269.964999998
2009,12,269246.375,12794000.383,4643904.274999999,424594.85599999997,10110.422,18141856.310999997
2010,1,1058975.631,7908197.2530000005,3016576.871,521577.646,16271.126999999999,12521598.527999999
2010,2,606539.547,1915141.754,1556318.313,302454.072,9702.573,4390156.259
2010,3,188556.18,961305.939,945356.8,132294.13999999998,17172.694,2244685.753
2010,4,12514.601999999999,316664.476,410642.04,77577.647,22517.695,839916.46
2010,5,4615.162,70365.114,243895.183,23912.976,8135.564,350923.999
2010,6,62422.744,485257.39699999994,530507.444,10389.482,1373.817,1089950.884
2010,7,53900.795000000006,477250.631,612249.4670000001,41901.373999999996,3863.8559999999998,1189166.1230000001
2010,8,8285.826000000001,131285.244,306811.643,21251.21,3370.141,471004.064
