Month,mean_runoff
1,1.3113786587896554
2,1.5014687776565552
3,1.513907177373767
4,0.8116267829647531
5,0.8495851641763812
6,1.2604379070841747
7,0.7985161573666594
8,0.8003563497053541
9,0.9453392338169657
10,1.1810622856668804
11,1.3153770021770312
12,1.3262306816228058
