Month,mean_runoff
1,0.1777296050087265
2,0.2425471093991528
3,0.6470515951514244
4,1.3085757571717966
5,2.2038413519444675
6,1.933103014593539
7,3.9940101478410805
8,4.774304877156797
9,3.1059879634691323
10,1.7599895881569905
11,0.71974653945021
12,0.3468932409811279
