Month,mean_runoff
1,3.145612068798231
2,4.18913239499797
3,6.457836091518402
4,6.114634441292805
5,3.9194574200588725
6,1.7588127734868422
7,2.0089608741843183
8,3.973654975061831
9,6.388557993847391
10,8.274353618207185
11,7.694094564603723
12,4.395874059718588
