Month,mean_runoff
1,0.3448500636479129
2,0.7865002265442973
3,1.303728458782037
4,0.7319970947244893
5,0.1769955971318742
6,0.05088370908861569
7,0.20604480576256043
8,0.2075536920000677
9,0.2518363092094659
10,0.21872353217685997
11,0.10042281056065916
12,0.2014177597897208
