Month,mean_runoff
1,1.0691090569547985
2,1.7453322488328684
3,4.2241111397743225
4,7.703656714895497
5,12.569334506988525
6,19.24009775078815
7,17.402789986651875
8,10.983805117399797
9,7.561202391334202
10,3.087122616560563
11,1.8706915926026262
12,0.855544092376595
