Month,mean_runoff
1,19.164246020109758
2,23.83996237879214
3,26.227886199951172
4,20.83174813312033
5,17.26048755645752
6,9.327817066856053
7,6.086841106414795
8,4.070934648099153
9,3.5678617280462515
10,5.453909086144489
11,8.655141291411027
12,13.31377827602884
