Month,mean_runoff
1,1.8095782969308936
2,4.280820359354434
3,5.625066225727399
4,2.4994219748870186
5,2.337091274883436
6,1.7350366400635762
7,1.2576965287975643
8,1.1809329869954481
9,0.9710808474084606
10,0.9070104969584424
11,0.9781079791162325
12,1.2148095375817756
