Month,mean_runoff
1,2.9110444343608357
2,3.609773196603941
3,3.601070893307527
4,1.473183740740237
5,0.2768683667173204
6,0.04606682097579793
7,0.01256221127645715
8,0.030203908693574266
9,0.041176272080401304
10,0.47546278512226825
11,0.9210525598862896
12,3.1456058971259906
