basin,model,feature,value,abs_normalized
Danube,Gradient Boosting,rolling_variance_3,0.04548609461331633,0.2918469107350637
Danube,Gradient Boosting,rolling_skew_3,0.1303746132154416,0.8365068144158994
Danube,Gradient Boosting,rolling_autocorr_6,0.06243614710386879,0.4006014762395002
Danube,Gradient Boosting,rolling_variance_6,0.04960034551239383,0.3182446796596617
Danube,Gradient Boosting,rolling_skew_6,0.05145783591867499,0.3301626700125743
Danube,Gradient Boosting,rolling_autocorr_12,0.059709473494065225,0.38310665114253467
Danube,Gradient Boosting,rolling_variance_12,0.03037601959954764,0.19489796949858165
Danube,Gradient Boosting,rolling_skew_12,0.048510149137030605,0.3112497849132753
Danube,Gradient Boosting,month_sin,0.020109758108569097,0.12902780134254727
Danube,Gradient Boosting,month_cos,0.013069106949299745,0.08385372544387795
Ganges / Bhramaputra Basin,Logistic Regression,anomaly_lag1,-0.13669460936090275,0.10837159073738592
Ganges / Bhramaputra Basin,Logistic Regression,anomaly_lag2,-0.028099959354391253,0.02227766924481415
Ganges / Bhramaputra Basin,Logistic Regression,anomaly_lag3,0.23004207763296206,0.18237753490188313
Ganges / Bhramaputra Basin,Logistic Regression,raw_lag1,1.2613509539797314,1.0
Ganges / Bhramaputra Basin,Logistic Regression,bar_state_lag1,0.008956716874143797,0.00710089198084336
Ganges / Bhramaputra Basin,Logistic Regression,rolling_autocorr_3,0.3319090649475884,0.2631377602723261
Ganges / Bhramaputra Basin,Logistic Regression,rolling_variance_3,-0.18527246752715215,0.14688415380556274
Ganges / Bhramaputra Basin,Logistic Regression,rolling_skew_3,-0.226193008888319,0.17932599026040272
Ganges / Bhramaputra Basin,Logistic Regression,rolling_autocorr_6,-0.3936246879436205,0.31206595333493964
Ganges / Bhramaputra Basin,Logistic Regression,rolling_variance_6,-0.0439652732840773,0.03485570224952934
Ganges / Bhramaputra Basin,Logistic Regression,rolling_skew_6,-0.015180934568679336,0.01203545652443632
Ganges / Bhramaputra Basin,Logistic Regression,rolling_autocorr_12,0.013831392968872726,0.010965538913046228
Ganges / Bhramaputra Basin,Logistic Regression,rolling_variance_12,0.005781622122371078,0.0045836744358334885
Ganges / Bhramaputra Basin,Logistic Regression,rolling_skew_12,0.1310146639395297,0.10386852566778569
Ganges / Bhramaputra Basin,Logistic Regression,month_sin,0.23329934384955014,0.18495989804697846
Ganges / Bhramaputra Basin,Logistic Regression,month_cos,-0.18118247823961056,0.14364160717360663
Ganges / Bhramaputra Basin,Random Forest,anomaly_lag1,0.11574044053140968,0.5310778897736566
Ganges / Bhramaputra Basin,Random Forest,anomaly_lag2,0.02565519185837148,0.11771948587135962
Ganges / Bhramaputra Basin,Random Forest,anomaly_lag3,0.0409913476114107,0.1880898179451682
Ganges / Bhramaputra Basin,Random Forest,raw_lag1,0.2179349635149334,1.0
Ganges / Bhramaputra Basin,Random Forest,bar_state_lag1,0.06290587362704352,0.28864516556900727
Ganges / Bhramaputra Basin,Random Forest,rolling_autocorr_3,0.0038204333310980485,0.01753015335162714
Ganges / Bhramaputra Basin,Random Forest,rolling_variance_3,0.05160827706167622,0.2368058627643742
Ganges / Bhramaputra Basin,Random Forest,rolling_skew_3,0.03239367671481429,0.14863919121722108
Ganges / Bhramaputra Basin,Random Forest,rolling_autocorr_6,0.05125269418355569,0.2351742618849854
Ganges / Bhramaputra Basin,Random Forest,rolling_variance_6,0.03985839415951657,0.1828912328552797
Ganges / Bhramaputra Basin,Random Forest,rolling_skew_6,0.04245732100527506,0.19481647332079316
Ganges / Bhramaputra Basin,Random Forest,rolling_autocorr_12,0.030037040746263576,0.13782570846740416
Ganges / Bhramaputra Basin,Random Forest,rolling_variance_12,0.055480640329583164,0.2545742979225153
Ganges / Bhramaputra Basin,Random Forest,rolling_skew_12,0.03442359179253957,0.15795350703413308
Ganges / Bhramaputra Basin,Random Forest,month_sin,0.09363290579270898,0.42963691682400945
Ganges / Bhramaputra Basin,Random Forest,month_cos,0.10180720773980015,0.4671449045982201
Ganges / Bhramaputra Basin,Gradient Boosting,anomaly_lag1,0.17442337397065538,0.6357265699798705
Ganges / Bhramaputra Basin,Gradient Boosting,anomaly_lag2,0.03676023365911245,0.13398122467059817
Ganges / Bhramaputra Basin,Gradient Boosting,anomaly_lag3,0.053147102113704936,0.19370697952901555
Ganges / Bhramaputra Basin,Gradient Boosting,raw_lag1,0.2743685449173192,1.0
Ganges / Bhramaputra Basin,Gradient Boosting,bar_state_lag1,0.0015968440437360528,0.005820069659287149
