accuracy,precision,recall,f1,roc_auc,rmse,log_loss,model,basin,split
0.765625,0.375,0.5454545454545454,0.4444444444444444,0.8061749571183533,0.3721232228306415,0.43236716315833956,Gradient Boosting,Mississippi / Missouri,test
0.5833333333333334,0.225,0.6923076923076923,0.33962264150943394,0.7128927410617552,0.4682634922040309,0.6240643264965684,Logistic Regression,Murray,train
0.484375,0.10344827586206896,0.3,0.15384615384615385,0.46111111111111114,0.544174347890018,0.8001862846645004,Logistic Regression,Murray,test
0.9603174603174603,0.8717948717948718,0.8717948717948718,0.8717948717948718,0.991814132659203,0.3135297161208678,0.35668100593727836,Random Forest,Murray,train
0.765625,0.0,0.0,0.0,0.7,0.3952056086475539,0.487262425357941,Random Forest,Murray,test
0.9722222222222222,0.8478260869565217,1.0,0.9176470588235294,0.9985554351751535,0.21002256052265128,0.19300029445945244,Gradient Boosting,Murray,train
0.734375,0.1111111111111111,0.1,0.10526315789473684,0.6333333333333334,0.41172845679300696,0.5037002796687678,Gradient Boosting,Murray,test
0.626984126984127,0.25925925925925924,0.6666666666666666,0.37333333333333335,0.6993197278911564,0.4728342378118599,0.6369750282143761,Logistic Regression,Nile,train
0.625,0.20833333333333334,0.5,0.29411764705882354,0.6185185185185185,0.4704073112918908,0.6329563266579815,Logistic Regression,Nile,test
0.9007936507936508,0.660377358490566,0.8333333333333334,0.7368421052631579,0.9665532879818595,0.33543442711301535,0.389390865793329,Random Forest,Nile,train
0.75,0.25,0.3,0.2727272727272727,0.7666666666666666,0.401480012215559,0.4974753348157698,Random Forest,Nile,test
0.9523809523809523,0.7777777777777778,1.0,0.875,0.9963718820861678,0.24410448673469154,0.23468803374833636,Gradient Boosting,Nile,train
0.75,0.25,0.3,0.2727272727272727,0.6777777777777778,0.4040376746907362,0.498815397362669,Gradient Boosting,Nile,test
0.6468253968253969,0.3853211009174312,0.65625,0.48554913294797686,0.6998005319148937,0.46792083997689377,0.6267278919132759,Logistic Regression,Yangtze Basin,train
0.453125,0.058823529411764705,0.4,0.10256410256410256,0.2711864406779661,0.6253829368831771,1.148958286064767,Logistic Regression,Yangtze Basin,test
0.8809523809523809,0.7073170731707317,0.90625,0.7945205479452054,0.9621010638297872,0.3617178505077305,0.4311894683874139,Random Forest,Yangtze Basin,train
0.65625,0.05263157894736842,0.2,0.08333333333333333,0.576271186440678,0.4471898223687344,0.5826554826837589,Random Forest,Yangtze Basin,test
0.9642857142857143,0.8767123287671232,1.0,0.9343065693430657,0.9985871010638298,0.246189884070113,0.24507692327907374,Gradient Boosting,Yangtze Basin,train
0.78125,0.15384615384615385,0.4,0.2222222222222222,0.6406779661016949,0.397894605652342,0.47800612687855876,Gradient Boosting,Yangtze Basin,test
